Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Impact Parameter Lower,Planetary Radius,Stellar Effective Temperature,Stellar Surface Gravity Lower,Disposition Using Kepler Data
0.5459766532360424,0,0,0,0,-0.0722,20.42,7117.0,-0.263,1
0.0,0,0,1,1,-0.429,0.98,6802.0,-0.119,1
0.0,0,1,1,0,-0.529,40.15,6148.0,-0.192,1
1.0,0,0,0,0,-0.682,1.68,5751.0,-0.117,0
1.0,0,0,0,0,-0.02,3.51,6353.0,-0.078,0
1.0,0,0,0,0,-0.714,2.67,5973.0,-0.121,0
0.0,0,0,0,1,-0.04,0.65,5370.0,-0.137,1
1.0,0,0,0,0,-0.045,10.4,5697.0,-0.19,0
1.0,0,0,0,0,-0.063,2.01,4362.0,-0.051,0
0.0,0,0,0,0,-0.324,1.57,4362.0,-0.051,0
0.999,0,0,0,0,-0.142,1.23,4362.0,-0.051,0
1.0,0,0,0,0,-0.022,3.63,6198.0,-0.117,0
1.0,0,0,0,0,-0.171,1.21,5511.0,-0.102,0
1.0,0,0,0,0,-0.319,2.18,5095.0,-0.052,0
1.0,0,0,0,0,-0.674,2.82,5095.0,-0.052,0
0.218300505948091,0,0,0,0,-0.1118,16.59,5619.0,-0.291,1
0.0,0,0,1,1,-0.01,2.92,5619.0,-0.196,1
1.0,0,0,0,0,-0.046,12.14,6063.0,-0.045,0
1.0,0,0,1,0,-0.225,5.85,3337.0,-0.127,1
1.0,0,0,0,0,-0.019,1.14,5366.0,-0.08,0
1.0,0,0,0,0,-0.661,2.98,6021.0,-0.105,0
0.758,0,0,0,0,-0.391,1.7,6021.0,-0.105,0
1.0,0,0,0,0,-0.673,2.96,6021.0,-0.105,0
0.0,0,0,1,0,-0.298,0.62,5370.0,-0.137,1
0.0,0,1,0,0,-0.015,20.06,4889.0,-0.054,1
0.0,0,1,0,0,-0.032,53.25,5850.0,-0.12,1
0.0,0,1,1,0,-0.207,35.27,5705.0,-0.182,1
0.001,0,1,0,0,-0.096,32.11,5941.0,-0.216,1
0.0,0,1,1,1,-0.101,37.47,6110.0,-0.182,1
1.0,0,0,0,0,-0.346,2.28,4736.0,-0.048,0
0.3083282556413497,0,0,0,1,-0.0608,24.17,6277.0,-0.291,1
1.0,0,0,0,0,-0.093,1.01,3683.0,-0.055,0
0.99,0,0,0,0,-0.181,1.16,4109.0,-0.025,0
1.0,0,0,0,0,-0.011,3.39,6198.0,-0.117,0
0.999,0,0,0,0,-0.682,3.7,5779.0,-0.128,0
0.6498028407856683,0,0,0,0,-0.5537,86.13,5619.0,-0.291,0
0.0014782534591767,0,0,0,0,-0.0028,175.98,5355.0,-0.176,1
0.999,0,0,0,0,-0.392,1.62,5547.0,-0.093,0
0.848,0,0,0,0,-0.037,2.41,5782.0,-0.112,0
1.0,0,0,0,0,-0.511,1.75,5830.0,-0.187,0
0.884,0,0,0,0,-0.576,1.74,6021.0,-0.105,0
0.0,0,1,1,1,-0.011,6.85,9651.0,-0.234,1
1.0,0,0,0,0,-0.029,2.02,5907.0,-0.196,0
0.0,0,1,1,0,-0.408,2.02,7839.0,-0.159,1
0.0,0,1,0,0,-0.023,102.08,6214.0,-0.168,1
0.557,0,1,0,0,-0.029,67.35,6424.0,-0.18,1
0.0,0,1,1,1,-0.102,65.25,8601.0,-0.182,1
1.0,0,0,0,0,-0.02,1.85,5192.0,-0.054,0
0.0,0,1,0,0,-0.007,5.33,5887.0,-0.208,1
0.0,0,1,1,1,-0.007,3.6,5334.0,-0.104,1
1.0,0,0,0,0,-0.043,2.26,5831.0,-0.212,0
0.0,0,1,0,0,-0.152,26.67,5496.0,-0.12,1
0.0,0,0,1,0,-0.017,21.81,5497.0,-0.152,1
0.0,0,1,1,0,-0.08,67.17,6028.0,-0.093,1
0.0,1,0,0,1,-0.113,23.05,5628.0,-0.16,1
1.0,0,0,0,0,-0.648,3.29,5705.0,-0.113,0
0.3343876862985696,0,0,0,0,-0.3363,57.82,5609.0,-0.233,0
1.0,0,0,0,0,-0.49,1.45,5830.0,-0.187,0
0.99,0,0,0,0,-0.757,2.12,5300.0,-0.088,0
0.0,0,1,1,1,-0.163,22.32,5372.0,-0.12,1
0.0,0,1,1,1,-0.168,24.6,5198.0,-0.084,1
0.4916630074894421,0,0,0,0,-0.0081,4.5,6052.0,-0.268,1
0.0,0,1,0,0,-0.055,27.36,5996.0,-0.07,1
0.008,0,1,0,0,-0.005,16.94,6210.0,-0.224,1
1.0,0,0,0,0,-0.066,9.29,5695.0,-0.173,0
0.0,0,1,0,0,-0.034,49.82,6025.0,-0.125,1
0.0,0,1,1,1,-0.018,14.35,5970.0,-0.131,1
1.0,0,0,0,0,-0.434,2.86,5074.0,-0.03,0
1.0,0,0,0,0,-0.357,1.39,5831.0,-0.212,0
1.0,0,0,0,0,-0.33,1.19,5831.0,-0.212,0
1.0,0,0,0,0,-0.12,1.16,5487.0,-0.102,0
1.0,0,0,0,0,-0.516,1.48,5093.0,-0.121,0
0.0,0,1,0,0,-0.009,20.05,5747.0,-0.188,1
0.0,0,0,1,1,-0.035,13.63,6289.0,-0.224,1
0.0,0,0,1,1,-0.54,3.32,5570.0,-0.09,1
0.0,0,1,1,0,-0.016,19.51,5958.0,-0.168,1
0.986,0,0,0,0,-0.43,3.42,6157.0,-0.108,0
0.994,0,0,0,0,-0.004,2.2,6157.0,-0.108,0
0.998,0,0,0,0,-0.39,3.02,6157.0,-0.108,0
0.487322468742739,0,0,0,0,-0.169,228.5740076523291,6313.868865028734,-0.297,0
0.0,0,1,0,0,-0.055,36.14,6018.0,-0.12,1
1.0,0,0,0,0,-0.164,2.54,4987.0,-0.038,0
1.0,0,0,0,0,-0.42,2.18,4987.0,-0.038,0
0.0,0,0,1,0,-0.478,0.82,6021.0,-0.213,1
0.976,0,0,0,0,-0.016,3.71,6207.0,-0.105,0
1.0,0,0,0,0,-0.353,1.56,5074.0,-0.03,0
1.0,0,0,0,0,-0.39,5.11,5340.0,-0.104,0
1.0,0,0,0,0,-0.043,2.98,5529.0,-0.108,0
1.0,0,0,0,0,-0.003,4.75,5529.0,-0.108,0
0.4685362858629814,0,0,0,0,-0.0174,1.92,5888.0,-0.298,0
0.0,0,1,1,1,-0.105,37.15,5542.0,-0.165,1
1.0,0,0,0,0,-0.194,2.63,5192.0,-0.054,0
0.0,1,0,1,1,-0.111,29.55,5055.0,-0.06,1
0.0,1,0,1,1,-0.185,138.85708842731052,6033.55889449076,-0.285,1
0.0,1,0,1,0,-0.159,43.98,6243.0,-0.164,1
0.0,1,0,1,1,-0.3413,338.62719026793263,6398.475491328935,-0.033,1
0.985,0,0,0,0,-0.571,2.73,5779.0,-0.128,0
0.829,0,0,0,0,-0.682,4.14,5779.0,-0.128,0
1.0,0,0,0,0,-0.462,2.0,6309.0,-0.216,0
1.0,0,0,0,0,-0.048,5.99,5684.0,-0.1,0
0.2001342234150167,0,0,0,0,-0.417,5.89,5796.0,-0.224,0
0.991,0,0,0,0,-0.019,3.42,6207.0,-0.105,0
0.998,0,0,0,0,-0.076,1.17,5405.0,-0.088,0
0.046,0,1,0,0,-0.117,40.35,5463.0,-0.085,1
0.0,0,1,1,1,-0.045,4.86,5751.0,-0.213,1
1.0,0,0,0,0,-0.009,5.17,5123.0,-0.063,0
0.0,0,0,1,1,-0.469,1.29,5639.0,-0.187,1
0.998,0,0,0,0,-0.515,1.95,5676.0,-0.104,0
0.0,0,1,1,1,-0.448,1.25,5580.0,-0.188,1
1.0,0,0,0,0,-0.053,12.05,6322.0,-0.21,0
0.964,0,0,1,0,-0.008,18.66,6324.0,-0.13,1
0.0,1,0,0,0,-0.129,15.25,4457.0,-0.027,1
0.0,0,1,1,0,-0.006,35.8,5908.0,-0.208,1
0.0,0,1,1,1,-0.003,3.28,6506.0,-0.143,1
0.762,0,1,0,0,-0.045,97.36,5679.0,-0.21,1
1.0,0,0,0,0,-0.22,1.38,3968.0,-0.03,0
1.0,0,0,0,0,-0.127,1.58,5311.0,-0.112,0
0.0,0,0,1,0,-0.644,2.74,5815.0,-0.196,1
1.0,0,0,0,0,-0.137,4.56,5188.0,-0.26,0
1.0,0,1,0,0,-0.05,77.76,5313.0,-0.18,1
1.0,0,0,0,0,-0.519,2.74,5188.0,-0.26,0
1.0,0,0,0,0,-0.567,5.34,5188.0,-0.26,0
1.0,0,0,0,0,-0.311,2.9,5177.0,-0.102,0
1.0,0,0,0,0,-0.027,4.91,5356.0,-0.04,0
0.0,0,1,0,0,-2.663,19.68,3900.0,-0.04,1
1.0,0,0,0,0,-0.03,2.01,5922.0,-0.216,0
0.0,1,0,0,0,-0.076,38.98,5367.0,-0.144,1
0.0,0,0,1,0,-0.161,1.17,5037.0,-0.054,1
0.3983734776613277,1,0,0,0,-0.013,0.58,4899.94780111182,-0.2,1
0.0,0,0,0,1,-0.478,1.37,5409.0,-0.112,1
0.905537958446301,0,0,0,0,-0.3396,3.93,5575.0,-0.153,0
1.0,0,0,0,0,-0.051,1.65,3789.0,-0.031,0
0.99,0,0,0,0,-0.555,2.05,3789.0,-0.031,0
0.992,0,0,0,0,-0.035,1.87,3789.0,-0.031,0
0.5326487431328083,0,0,0,0,-0.006,26.35,5665.0,-0.198,1
0.998,0,0,0,0,-0.007,2.0,5192.0,-0.054,0
0.0,0,0,1,1,-0.855,1.44,5970.0,-0.176,1
0.996,0,0,0,0,-0.013,2.32,5944.0,-0.12,0
1.0,0,0,0,0,-0.05,0.74,3569.0,-0.044,0
0.0,0,0,1,1,-0.524,1.19,6180.0,-0.185,1
1.0,0,0,0,0,-0.021,2.31,5052.0,-0.033,0
1.0,0,1,1,0,-0.026,4.43,5330.0,-0.114,1
1.0,0,0,0,0,-0.054,2.4,6297.0,-0.208,0
0.999,0,0,0,0,-0.008,2.7,6297.0,-0.208,0
0.0,0,1,1,1,-0.118,4.42,6014.0,-0.221,1
0.0,0,1,0,0,-0.005,19.81,6038.0,-0.221,1
0.0,0,0,1,1,-0.017,3.78,5741.0,-0.188,1
0.0,0,1,0,0,-0.139,19.07,5572.0,-0.128,1
0.995,0,0,0,0,-0.466,2.04,4719.0,-0.024,0
1.0,0,0,0,0,-0.011,4.39,5897.0,-0.072,0
0.0,0,1,1,1,-0.421,1.35,5222.0,-0.095,1
0.0,0,0,0,0,-0.057,28.15,6161.0,-0.192,0
1.0,0,0,0,0,-0.08,1.67,4999.0,-0.03,0
0.695,0,0,0,0,-0.142,1.42,4999.0,-0.03,0
0.821,0,0,0,0,-0.332,1.25,4999.0,-0.03,0
1.0,0,0,0,0,-0.543,2.07,6071.0,-0.122,0
0.998,0,0,0,0,-0.507,1.71,6071.0,-0.122,0
0.7806032265328369,1,0,0,0,0.0,406.76860901734335,5586.868835836849,-0.108,1
1.0,0,0,0,0,-0.132,0.9,5718.0,-0.11,0
1.0,0,0,0,0,-0.174,1.22,5528.0,-0.077,0
0.997,0,0,0,0,-0.064,0.94,5528.0,-0.077,0
1.0,0,0,0,0,-0.009,1.83,3755.0,-0.031,0
1.0,0,0,0,0,-0.43,2.37,5474.0,-0.105,0
0.913,0,1,0,0,-0.005,21.95,6129.0,-0.094,1
1.0,0,0,0,0,-0.481,3.24,5997.0,-0.192,0
0.993,0,0,0,0,-0.112,8.31,3748.0,-0.028,0
1.0,0,0,0,0,-0.462,4.18,4954.0,-0.578,0
1.0,0,0,0,0,-0.225,5.94,5356.0,-0.04,0
0.989,0,0,0,0,-0.374,2.36,5897.0,-0.072,0
0.0,0,0,1,0,-0.7,2.93,5238.0,-0.097,1
1.0,0,0,0,0,-0.618,3.24,5568.0,-0.18,0
0.0,0,0,1,0,-0.394,37.99,5300.0,-0.327,1
0.8133094545391383,1,0,0,0,0.1914629873293643,463.8058376685341,5993.264502750475,-0.212,1
1.0,0,0,0,0,-0.018,1.52,5795.0,-0.192,0
0.983,0,1,0,0,-0.004,7.62,6968.0,-0.232,1
0.0,0,0,1,0,-0.434,1.19,5668.0,-0.184,1
0.993,0,0,0,0,-0.112,0.9,3975.0,-0.038,0
1.0,0,0,0,0,-0.004,2.21,6036.0,-0.195,0
0.0,0,1,1,1,-0.079,36.87,6307.0,-0.21,1
1.0,0,0,0,0,-0.036,4.32,5774.0,-0.098,0
0.0,0,1,1,0,-0.003,14.45,3801.0,-0.039,1
0.0,1,0,0,0,-0.079,57.77,6340.0,-0.216,1
0.871,0,0,0,0,-0.01,26.06,7226.0,-0.135,0
0.0,0,0,1,1,-0.082,25.54,5252.0,-0.072,1
0.0,0,1,0,0,-0.018,5.65,5337.0,-0.105,1
0.982,0,0,0,0,-0.509,3.05,4954.0,-0.578,0
1.0,0,0,0,0,-0.03,1.94,3731.0,-0.028,0
1.0,0,0,0,0,-0.017,1.83,3731.0,-0.028,0
1.0,0,0,0,0,-0.008,2.17,3731.0,-0.028,0
0.968,0,0,0,0,-0.082,1.23,3731.0,-0.028,0
0.996,0,0,0,0,-0.161,1.47,3731.0,-0.028,0
0.0,0,1,0,0,-0.072,38.81,6161.0,-0.12,1
0.0,0,0,1,1,-0.006,18.93,5414.0,-0.105,1
1.0,0,0,0,0,-0.025,2.7,5687.0,-0.184,0
0.0,0,0,1,1,-0.022,1.71,4502.0,-0.048,1
1.0,0,0,0,0,-0.454,1.86,4252.0,-0.017,0
1.0,0,0,0,0,-0.55,2.03,5356.0,-0.04,0
0.0,0,1,1,0,-0.139,26.93,5286.0,-0.071,1
0.934,0,0,0,0,-0.173,9.83,5822.0,-0.115,0
1.0,0,0,0,0,-0.556,5.1,5822.0,-0.115,0
0.0,0,1,1,0,-0.104,72.52,6089.0,-0.098,1
0.0,0,1,0,1,-0.224,9.84,6384.0,-0.188,1
0.6385186760904428,0,0,0,0,-0.055,31.52,5973.0,-0.311,1
0.0,0,0,1,1,-0.1,149.71,5438.0,-0.156,1
0.0,0,0,1,1,-0.014,2.08,6341.0,-0.188,1
0.894,0,0,0,0,-0.064,5.4,5043.0,-0.095,0
1.0,0,0,0,0,-0.606,2.77,5333.0,-0.097,0
1.0,0,0,0,0,-0.219,1.94,5334.0,-0.077,0
1.0,0,0,0,0,-0.045,4.66,5739.0,-0.204,0
0.875,0,1,0,0,-0.008,21.42,9107.0,-0.147,0
1.0,0,0,0,0,-0.066,10.63,6490.0,-0.202,0
1.0,0,0,0,0,-0.631,3.1,5926.0,-0.204,0
1.0,0,0,0,0,-0.611,3.01,5926.0,-0.204,0
0.0,0,1,1,0,-0.38,10.05,3687.0,-0.036,1
0.0,0,0,1,1,-0.021,34.0,5949.0,-0.087,1
1.0,0,0,0,0,-0.646,4.84,5821.0,-0.098,0
0.997,0,0,0,0,-0.067,2.79,6320.0,-0.12,0
0.885,0,0,0,0,-0.026,1.64,5959.0,-0.202,0
1.0,0,0,0,0,-0.486,3.07,4957.0,-0.06,0
0.0,1,0,1,0,-0.099,47.75,6151.0,-0.098,1
0.994,0,0,0,0,-0.015,2.59,5957.0,-0.208,0
0.997,0,0,0,0,-0.251,6.57,5681.0,-0.195,0
0.3480251973494002,0,0,0,0,-0.0482,9.8,5606.0,-0.213,0
0.6624674457927759,0,0,0,0,-0.0301,2.36,5903.0,-0.304,1
1.0,0,0,0,0,-0.018,2.28,5551.0,-0.063,0
0.991,0,0,0,0,-0.595,2.41,5334.0,-0.077,0
0.961,0,0,0,0,-0.349,1.52,5334.0,-0.077,0
0.999,0,0,0,0,-0.034,3.08,5751.0,-0.104,0
1.0,0,0,0,0,-0.415,1.92,5359.0,-0.077,0
1.0,0,0,0,0,-0.015,2.45,6321.0,-0.216,0
1.0,0,0,0,0,-0.477,3.67,4743.0,-0.748,0
0.0,0,0,1,0,-0.213,31.01,6108.0,-0.196,1
1.0,0,0,0,0,-0.123,2.53,4859.0,-0.045,0
0.729,0,1,0,0,-0.072,2.31,2661.0,0.0,1
0.0,0,1,0,0,-0.007,15.61,5383.0,-0.12,1
0.5144715612762063,0,0,0,0,-0.0081,18.35,5009.0,-0.163,0
0.0,0,0,1,0,-1.239,268.65,5415.0,-0.112,1
0.0,0,1,1,0,-0.002,14.49,6631.0,-0.108,1
0.0,0,1,0,0,-0.001,23.76,6208.0,-0.114,1
0.0,0,1,1,1,-0.002,5.67,5873.0,-0.16,1
0.0,0,1,0,0,-0.018,24.19,7066.0,-0.166,1
0.0,0,1,1,0,-0.152,23.6,5982.0,-0.184,1
1.0,0,0,0,0,0.0,8.19,5778.0,-0.112,0
0.0,1,0,1,1,-0.018,1.45,4768.0,-0.036,1
1.0,0,0,0,0,-0.515,1.67,4983.0,-0.075,0
1.0,0,0,0,0,-0.028,4.12,5896.0,-0.105,0
1.0,0,0,0,0,-0.484,2.0,5359.0,-0.077,0
0.0,0,0,1,1,-0.209,12.93,3682.0,-0.039,1
1.0,0,0,0,0,-0.623,2.36,5357.0,-0.065,0
1.0,0,0,0,0,-0.251,0.68,5357.0,-0.065,0
0.994,0,0,0,0,-0.651,2.8,6063.0,-0.216,0
0.0,1,0,1,1,-0.638,1.21,5346.0,-0.104,1
1.0,0,0,0,0,-0.578,0.78,3292.0,-0.098,0
0.0,0,0,0,0,-0.329,0.76,3292.0,-0.098,0
0.0,0,1,0,0,-0.005,13.95,6211.0,-0.187,1
1.0,0,0,0,0,-0.541,0.66,3292.0,-0.098,0
0.0,0,1,0,0,-0.022,22.36,10816.0,-0.22,1
0.0,0,1,1,1,-0.088,51.86,5730.0,-0.196,1
0.1722991583443776,0,0,0,1,-0.092,35.73,6184.0,-0.269,1
0.0,0,1,1,0,-0.044,33.01,5962.0,-0.216,1
0.0,1,0,1,1,-0.119,32.66,6306.0,-0.202,1
0.0,0,1,1,1,-0.004,9.73,5766.0,-0.187,1
0.0,0,1,1,1,-0.032,8.88,6038.0,-0.216,1
0.0,0,1,0,0,-0.027,27.21,5122.0,-0.077,1
1.0,0,0,0,0,-0.319,2.83,5142.0,-0.083,0
1.0,0,0,0,0,-0.477,2.32,5142.0,-0.083,0
0.921,0,0,0,0,-0.237,0.86,5142.0,-0.083,0
0.998,0,0,0,0,-0.004,2.19,4016.0,-0.015,0
1.0,0,0,0,0,-0.52,2.58,5310.0,-0.078,0
0.907,0,0,0,0,-0.06,6.39,5618.0,-0.09,0
0.999,0,0,0,0,-0.169,32.6,5618.0,-0.09,0
0.999,0,0,0,0,-0.623,1.5,3883.0,-0.025,0
1.0,0,0,0,0,-0.536,1.79,4815.0,-0.06,0
0.997,0,0,0,0,-0.196,4.68,5644.0,-0.11,0
0.996,0,0,0,0,-0.079,1.72,5761.0,-0.018,0
1.0,0,0,0,0,-0.04,1.98,5640.0,-0.108,0
0.545,0,0,0,0,-0.422,2.09,5640.0,-0.108,0
1.0,0,0,0,0,-0.368,1.76,5534.0,-0.103,0
1.0,0,0,0,0,-0.651,2.96,5534.0,-0.103,0
1.0,0,0,0,0,-0.031,11.64,4838.0,-0.041,0
0.098,0,0,0,0,-0.034,5.68,4838.0,-0.041,0
1.0,0,0,0,0,-0.204,1.38,5114.0,-0.036,0
0.978,0,0,0,0,-0.013,1.21,5114.0,-0.036,0
1.0,0,0,0,0,-0.015,1.2,5576.0,-0.075,0
0.994,0,0,0,0,-0.143,1.29,5576.0,-0.075,0
0.95,0,0,0,0,-0.04,1.31,5576.0,-0.075,0
1.0,0,0,0,0,-0.368,3.11,5788.0,-0.108,0
1.0,0,0,0,0,-0.421,2.18,5993.0,-0.208,0
0.983,0,0,0,0,-0.453,2.03,5993.0,-0.208,0
1.0,0,0,0,0,-0.269,2.26,5296.0,-0.061,0
1.0,0,0,0,0,-0.301,2.13,5296.0,-0.061,0
1.0,0,0,0,0,-0.434,2.11,4463.0,-0.04,0
1.0,0,0,0,0,-0.577,2.08,4463.0,-0.04,0
0.996,0,0,0,0,-0.549,2.63,4463.0,-0.04,0
0.998,0,0,0,0,-0.007,7.79,5597.0,-0.119,0
1.0,0,0,0,0,-0.681,2.68,5616.0,-0.105,0
1.0,0,0,0,0,-0.018,8.48,6102.0,-0.12,0
0.0,0,1,1,1,-0.443,1.88,6358.0,-0.203,1
1.0,0,0,0,0,-0.419,3.24,5746.0,-0.108,0
0.0,0,0,1,0,-0.206,1.71,6092.0,-0.195,1
1.0,0,0,0,0,-0.022,1.98,6387.0,-0.202,0
0.91,0,0,0,0,-0.545,1.81,5576.0,-0.075,0
0.999,0,0,0,0,-0.562,3.35,5514.0,-0.108,0
1.0,0,0,0,0,-0.595,2.88,5514.0,-0.108,0
0.997,0,0,0,0,-0.01,3.4,5657.0,-0.045,0
1.0,0,0,0,0,-0.497,3.0,5655.0,-0.093,0
1.0,0,0,0,0,-0.073,2.11,5296.0,-0.061,0
0.857,0,0,0,0,-0.327,1.46,5296.0,-0.061,0
1.0,0,0,0,0,-0.16,1.31,5296.0,-0.061,0
0.0,0,0,1,1,-0.465,1.6,5650.0,-0.178,1
1.0,0,0,0,0,-0.338,3.04,5798.0,-0.204,0
0.997,0,0,0,0,-0.321,1.6,5616.0,-0.105,0
0.999,0,0,0,0,-0.043,1.29,5616.0,-0.105,0
0.998,0,0,0,0,-0.115,1.77,5616.0,-0.105,0
1.0,0,0,0,0,-0.054,2.08,5775.0,-0.168,0
0.996,0,0,0,0,-0.047,1.18,4798.0,-0.016,0
1.0,0,0,0,0,-0.033,5.74,5248.0,-0.143,0
0.483,0,1,0,0,-0.003,34.83,6520.0,-0.1,1
0.0,0,1,0,0,-0.005,19.91,5845.0,-0.196,1
0.0,0,1,0,0,-2.511,1177.65,6004.0,-0.2,1
0.0,0,1,1,1,-0.137,45.05,6113.0,-0.224,1
0.0,0,0,0,0,-0.096,23.23,5693.0,-0.168,0
1.0,0,0,0,0,-0.296,3.07,6306.0,-0.116,0
1.0,0,0,0,0,-0.595,4.23,5372.0,-0.087,0
0.939,0,0,0,0,-0.484,6.63,6056.0,-0.066,0
1.0,0,0,0,0,-0.083,2.04,6110.0,-0.121,0
0.0,0,1,1,0,-0.715,1.52,5991.0,-0.196,1
1.0,0,0,0,0,-0.641,3.88,5798.0,-0.204,0
0.754,0,1,0,0,-0.053,14.92,6290.0,-0.05,0
1.0,0,0,0,0,-0.506,2.08,5078.0,-0.053,0
1.0,0,0,0,0,-0.324,1.55,5073.0,-0.027,0
0.0,0,1,1,0,-0.1,44.2,5714.0,-0.108,1
0.0,0,0,1,1,-0.113,16.15,5758.0,-0.152,1
1.0,0,0,0,0,-0.416,2.2,5968.0,-0.204,0
1.0,0,0,0,0,-0.691,2.18,5968.0,-0.204,0
1.0,0,0,0,0,-0.009,1.28,5814.0,-0.2,0
1.0,0,0,0,0,-0.359,1.66,5814.0,-0.2,0
0.0,1,0,1,0,-0.082,269.98,5487.0,-0.162,1
0.0,0,0,1,0,-0.106,28.07,5203.0,-0.085,1
0.68,0,0,0,0,-0.259,1.29,3980.0,-0.033,0
1.0,0,0,1,0,-0.019,4.4,5780.0,-0.303,1
0.436,0,0,0,0,-0.29,11.9,5750.0,-0.179,0
0.0,0,1,1,0,-0.119,38.93,5874.0,-0.187,1
0.997,0,0,0,0,-0.129,4.26,4986.0,-0.008,0
1.0,0,0,0,0,-0.627,1.9,6065.0,-0.125,0
0.997,0,0,0,0,-0.658,1.43,5855.0,-0.112,0
0.7757030019239727,0,0,0,0,-0.086,301.8607120266042,5965.091124473259,-0.195,0
1.0,0,0,0,0,-0.017,1.84,5657.0,-0.045,0
0.0,0,1,0,0,-0.28,58.56,5650.0,-0.192,1
1.0,0,0,0,0,-0.491,2.25,5611.0,-0.105,0
0.995,0,0,0,0,-0.075,1.69,5679.0,-0.16,0
0.0,0,1,1,0,-0.546,1.45,5747.0,-0.192,1
0.6431300705056541,1,0,0,0,-0.008,113.16388822171456,5919.37560513764,-0.2,1
0.0,0,0,1,1,-0.496,1.33,6063.0,-0.189,1
0.0,0,0,1,1,-0.099,20.57,5687.0,-0.18,1
0.98,0,0,0,0,-0.33,1.38,5814.0,-0.2,0
1.0,0,0,0,0,-0.475,1.61,6052.0,-0.21,0
1.0,0,0,0,0,-0.259,1.9,5685.0,-0.108,0
1.0,0,0,0,0,-0.229,7.79,5910.0,-0.084,0
0.996,0,0,0,0,-0.017,1.59,6185.0,-0.2,0
0.117,0,0,0,0,0.0,9.4,5522.0,-0.108,0
0.997,0,0,0,0,-0.069,5.3,5717.0,-0.187,0
1.0,0,0,0,0,-0.358,2.22,5717.0,-0.187,0
0.96,0,0,0,0,-0.612,4.3,5717.0,-0.187,0
0.0,0,1,1,1,-0.037,13.4,3755.0,-0.025,1
0.0,0,1,0,0,-0.054,44.22,6121.0,-0.216,1
0.002,0,1,0,0,-10.17,1069.01,5776.0,-0.168,1
1.0,0,0,0,0,-0.178,9.01,5127.0,-0.09,0
0.0,0,1,0,0,-0.066,33.34,5486.0,-0.159,1
0.0,0,1,1,1,-0.011,14.77,6181.0,-0.224,1
0.677,0,0,0,0,-0.581,7.25,6018.0,-0.112,0
0.0,0,0,1,0,-0.015,49.96,7131.0,-0.122,1
0.0,0,1,1,1,-0.565,3.07,6093.0,-0.118,1
0.999,0,0,0,0,-0.41,1.74,6096.0,-0.117,0
0.49,0,0,1,0,-0.577,1.66,5687.0,-0.099,1
0.0,0,1,0,0,-0.042,49.25,6218.0,-0.108,1
1.0,0,0,0,0,-0.166,3.26,6122.0,-0.112,0
0.0,0,1,0,0,-0.001,21.94,5952.0,-0.182,1
0.041,0,1,0,0,-0.048,59.19,6296.0,-0.18,1
0.0,0,1,0,0,-0.004,21.58,5620.0,-0.135,1
0.0,0,1,0,0,-0.054,187.73,5560.0,-0.225,1
0.0,0,1,1,1,-0.007,47.7,4631.0,-0.03,1
1.0,0,0,0,0,-0.249,11.21,5588.0,-0.087,0
0.992,0,0,0,0,-0.179,1.0,3980.0,-0.033,0
0.988,0,0,0,0,-0.611,3.69,5588.0,-0.087,0
0.0,0,0,1,1,-0.041,4.19,5107.0,-0.072,1
0.0,0,1,1,1,-0.119,24.1,4931.0,-0.064,1
1.0,0,0,0,0,-0.329,7.45,5926.0,-0.192,0
0.0,0,1,1,0,-0.053,27.16,5359.0,-0.138,1
1.0,0,0,0,0,-0.079,4.42,5813.0,-0.168,0
0.0,0,1,0,0,-0.025,24.02,5465.0,-0.084,1
0.0,0,0,1,1,-0.745,4.52,6020.0,-0.128,1
0.0,0,1,1,1,-0.084,18.11,5346.0,-0.115,1
0.0,0,0,1,0,-0.492,0.58,5687.0,-0.099,1
1.0,0,0,0,0,-0.503,1.37,5637.0,-0.104,0
0.0,0,1,1,1,-0.121,0.52,4699.0,-0.045,1
0.005,0,1,0,0,-0.003,28.41,6161.0,-0.216,1
0.085,0,1,0,0,-0.004,23.53,6185.0,-0.217,1
0.986,0,0,0,0,-0.559,1.9,5822.0,-0.188,0
0.0,0,1,1,1,-0.013,6.17,8014.0,-0.114,1
1.0,0,0,0,0,-0.157,1.13,5475.0,-0.104,0
0.0,0,1,1,0,-0.322,62.11,5117.0,-0.148,1
0.979,0,0,0,0,-0.276,2.49,6121.0,-0.128,0
1.0,0,0,0,0,-0.585,3.02,5616.0,-0.168,0
0.0,0,1,1,1,-0.171,25.72,5730.0,-0.168,1
1.0,0,0,0,0,-0.242,1.48,3823.0,-0.056,0
0.0,0,1,1,0,-0.153,61.63,6123.0,-0.204,1
0.996,0,0,0,0,-0.035,13.57,5798.0,-0.104,0
0.0,0,1,1,0,-0.064,31.77,6426.0,-0.114,1
0.909,0,0,0,0,-0.007,5.04,5611.0,-0.128,0
0.995,0,0,0,0,-0.017,2.85,5102.0,-0.039,0
0.0,0,1,1,1,-0.088,19.78,4641.0,-0.027,1
0.999,0,0,0,0,-0.448,1.88,4805.0,-0.063,0
1.0,0,0,0,0,-0.001,4.0,5661.0,-0.087,0
0.383,0,1,0,0,-0.003,25.03,6250.0,-0.203,1
