Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Transit Depth Upper,Insolation Flux Lower ,Stellar Radius Upper,Disposition Using Kepler Data
0.982,0,0,0,0,49.0,-3.78,0.347,0
0.832562302728761,0,0,0,0,14.8,-6.36,0.855,0
0.2686555304778282,1,0,0,0,33.1,-0.67,0.855,1
0.0,0,0,1,1,5.5,-1777.12,0.322,1
0.561381615384601,1,0,0,0,9.0,35898.97398104552,0.954754669393096,1
0.0,0,1,0,0,91.1,-329.01,0.303,1
0.6881995374003693,0,0,0,0,73.0,-3.67,0.288,0
0.441,0,0,0,0,8.0,-28.99,0.602,0
0.955,0,0,0,0,14.2,-1.8,0.216,0
0.99,0,0,0,0,55.3,-0.58,0.056,0
0.767,0,0,0,0,104.0,-0.07,0.068,0
0.0400043656553674,0,0,0,0,28.4,-1.04,0.749,0
0.2230870789316928,0,0,0,0,117.0,-1.28,0.313,0
0.8772630319194465,0,0,0,0,21.6,-9.05,0.37,0
1.0,0,0,0,0,90.9,-0.69,0.035,0
0.0,0,1,0,0,58.2,-52.07,0.38,1
0.0,0,1,0,0,134.0,-88.86,0.237,1
0.0,0,1,0,0,176.7271732203909,-15042.03,0.86,1
0.0,0,1,0,0,14.8,-31232.44,2.647,1
0.0,1,0,1,0,12.9,-141.69,0.058,1
0.0,0,1,0,0,113.0,-257.72,0.292,1
0.0,0,1,0,0,128.0,-238.32,0.333,1
0.019,0,0,0,0,125.0,-136.36,0.358,0
0.0,0,1,0,0,26.4,-11.71,0.218,1
0.5639333772307916,0,0,0,0,18.7,-2.33,0.821,0
0.008615050169935,0,1,1,0,151.0,-513.99,0.126,1
0.0,0,1,0,0,434.0,-406.45,0.503,1
0.6233117681131632,1,0,0,0,187.85124629987885,-457.57,0.641,1
0.0652859978158016,0,0,0,0,21.4,-2.19,0.343,0
1.0694387521592426,0,0,0,0,59.83076650927112,-782.24,0.783864059932248,0
0.001,0,0,1,0,2.9,-6596.83,0.525,1
0.989,0,0,0,0,25.0,-34.19,0.28,0
1.0,0,0,0,0,98.0,-0.31,0.035,0
0.999,0,0,0,0,7.6,-19.85,0.259,0
0.543347164564649,0,0,0,0,182.0,-0.11,0.324,0
0.6514886086028905,0,0,0,0,45.4,-2.79,0.415,0
0.022,0,0,1,0,56.1,-0.99,0.029,1
1.0,0,0,0,0,3.4,-73.41,0.351,0
1.0,0,0,0,0,14.3,-5.98,0.1,0
0.8401593127147968,0,0,0,0,39.6,-0.57,0.368,0
1.0266758261161275,0,0,0,0,113.49646106502166,15125.878963624771,0.8738052487881353,0
0.784,0,0,0,0,20.5,-0.6,0.199,0
0.744,0,0,0,0,54.0,-0.55,0.302,0
0.0,0,1,0,0,110.0,-80.49,0.371,1
0.149,0,0,0,0,28.0,-1.42,0.234,0
0.0,0,1,0,0,286.0,-35.5,0.069,1
0.0,0,1,0,0,418.0,-0.44,0.3,1
0.0,0,1,1,0,31.7,-5.83,0.297,1
0.175,0,0,0,0,425.0,-103.02,1.108,0
0.0,0,1,0,0,16.6,-1238.46,0.531,1
0.0,0,1,0,0,614.0,-267.06,0.28,1
0.283,0,0,0,0,6.2,-301.79,0.416,0
0.5781990934120524,0,0,0,1,0.9,-22419.93,1.25,1
0.8901820648704595,1,0,0,0,5.2,-8.31,1.258,1
0.0,0,1,0,0,8.5,-260.45,0.277,1
0.8278124751157465,1,0,0,0,12.2,-0.18,0.359,1
0.6073783159335505,1,0,0,0,104.81666150673075,-238.49,0.46,1
0.3788121807219541,1,0,0,0,19.5,-4.57,0.11,1
0.688357054699022,1,0,0,0,2.1,-386.82,0.721,1
1.0,0,1,0,0,39.5,-0.16,0.464,1
0.0,1,0,0,0,6.2,-85924.08,0.838,1
0.3273027361929045,1,0,0,0,10.1,-19.58,1.348,1
0.2718876830052045,1,0,0,0,11.0,-33.29,1.192,1
1.298558441151021,1,0,0,0,17.7,-2.78,0.09,1
0.3569364882900814,1,0,0,0,11.5,-13.13,0.794,1
0.0,0,0,1,0,5.1,0.0,0.6037375520596426,1
0.917,1,0,0,0,8.5,-5.15,0.505,1
0.0,0,0,0,0,6.7,-18758.8,0.469,0
0.4131299621201346,1,0,0,0,63.7,-7.97,1.069,1
0.005,0,0,1,0,3.2,-768.84,0.197,1
0.3397463940168224,1,0,0,0,1.8,-10965.57,1.138,1
0.001,0,0,1,0,2.3,-24322.84,0.745,1
0.763679809860465,1,0,0,0,41.24552604500113,-0.98,0.093,1
1.0,1,0,0,0,11.5,-7.14,0.515,1
0.4233749563374113,1,0,0,0,8.5,-2.8,0.655,1
0.8828254326140668,1,0,0,0,47.01221097820436,-464.82,0.4673830059649969,1
0.0,0,0,1,1,29.3,-2.95,0.107,1
0.2024332073835115,0,0,1,0,36.6,-9.04,0.395,1
0.0,0,1,1,0,0.4,-4.57,0.07,1
0.4250151603052602,0,0,1,0,33.7,-26.18,0.394,1
0.966,0,0,0,0,15.7,-211.98,0.241,0
0.0,0,1,1,1,1300.0,0.0,0.0353653588303666,1
0.5777301757043448,1,0,0,0,150.0,-1.38,0.292,1
0.7433673586825122,1,0,0,0,99.0,-0.14,0.27,1
0.995,0,0,0,0,21.6,-2.01,0.195,0
0.0,1,0,0,0,723.0,-7126.36,1.989,1
0.1335911210642236,1,0,1,0,16.8,-47.06,0.131,1
0.0,0,1,0,0,1730.0,0.0,0.0778891963985398,1
0.0,0,1,0,0,51.1,-0.58,0.055,1
0.0,0,0,1,1,47.8,-4.94,0.044,1
0.847,0,0,0,0,12.3,-15.16,0.164,0
0.017,0,0,0,0,21.6,-5.7,0.211,0
0.0,1,0,0,0,185.0,-20.3,0.869,1
1.0,0,1,0,0,154.0,-12869.27,0.371,1
0.0,0,1,0,0,1030.0,-20.75,0.371,1
0.8528476745602356,0,0,0,0,40.2,-52.48,0.312,0
0.672,0,1,0,0,127.0,-495.34,0.247,1
0.0,1,0,0,1,4.8,-68659.66,1.533,1
0.0,0,1,0,0,124.0,-8.73,0.041,1
0.0,0,1,0,0,11.3,-381.98,0.586,1
0.0,1,0,0,0,46.0,-29.72,0.207,1
0.112,0,0,1,0,28.3,-10.08,0.203,1
0.0,0,1,0,0,16.6,-221.07,0.335,1
0.529,0,0,0,0,56.7,-0.47,0.041,0
0.1391735202425735,0,0,0,0,376.0,-141.89,0.547,0
0.0,0,1,0,0,120.0,-11.36,0.295,1
0.0,0,1,1,0,14.07273450971316,-665.43,0.309,1
0.4349916088960208,0,0,1,0,49.0,-24.63,0.365,1
0.001,0,1,0,0,468.0,-677.61,0.256,1
0.0,0,1,0,0,241.0,-438.96,0.087,1
0.86389553872996,0,0,0,0,19.42237015059807,-0.61,1.0024156577112298,0
0.0,0,1,0,0,13.1,-166.81,0.319,1
0.0,1,0,0,0,48.93793952371532,-1004.18,0.8408545392140889,1
0.0,0,0,0,1,9.4,-1434.7,0.177,1
0.6475726873560328,1,0,0,0,9.4,-16.87,0.463,1
1.0,0,0,0,0,4.8,-6.6,0.444,0
0.952,0,0,0,0,12.4,-95.37,0.103,0
0.0,0,1,0,0,272.0,-54.77,0.158,1
0.786,0,0,0,0,22.3,-39.51,0.209,0
0.0,0,1,0,0,347.0,-3.97,0.03,1
0.0,0,1,0,0,37.1,-19.82,0.238,1
0.0,0,1,0,0,99.1,-15.28,0.347,1
0.0,0,1,0,0,24.0,-314.53,0.361,1
0.0,0,1,0,0,20.7,-4548.45,0.402,1
0.0,0,1,0,0,57.0,-34.36,0.26,1
0.0,0,1,0,0,18.5,-14.25,0.075,1
1.0,0,0,0,0,10.4,-80.72,0.044,0
0.0,0,1,0,0,25.7,-23.04,0.169,1
0.0,0,1,0,0,3.9,-5635.01,0.615,1
0.0,0,1,0,0,105.0,-7.57,0.12,1
0.0,0,0,0,1,4.2,-79.26,0.141,1
0.0,0,1,0,0,633.0,-7931.36,0.27,1
0.0,0,1,0,0,304.0,-7931.36,0.27,1
0.0,0,1,0,0,168.0,-6.36,0.057,1
0.55,0,0,0,0,7.5,-35.89,0.362,0
0.0,0,0,0,1,6.7,-14919.79,1.31,1
0.0,1,0,0,0,170.0,-178.13,0.029,1
0.2913190756032348,0,0,0,0,20.0,-2.07,0.597,0
0.0,0,1,0,0,168.0,-678.5,0.209,1
0.0,1,0,0,0,1.1,-7974.37,0.532,1
0.0,0,1,0,0,284.0,-284.91,0.299,1
0.2649713558401768,1,0,0,0,13800.0,-4.06,0.402,1
0.0,0,1,0,0,0.0,-126.97,0.031,1
0.0,0,1,0,0,96.1,-557.25,0.396,1
0.0,0,1,0,0,329.0,-2809.79,0.54,1
0.837,0,0,0,0,34.9,-0.27,0.266,0
0.0,0,1,0,0,50.6,-54.1,0.265,1
0.337,0,0,1,0,21.6,-207674.66,1.113,1
0.0,0,1,0,0,69.5,-158.38,0.2,1
0.0,0,1,0,0,148.0,-312.37,0.309,1
0.0,0,1,0,0,70.2,-44.11,0.159,1
0.0,0,1,0,0,517.0,-111.77,0.156,1
0.0,0,1,0,0,114.0,-1061.95,0.418,1
0.0,0,1,0,0,227.0,-6.13,0.08,1
1.0,0,0,0,0,22.0,-62.1,0.222,0
0.5260354528806015,0,0,0,0,15.0,-33.37,0.171,0
0.0,1,0,1,0,9.3,-273.07,0.106,1
0.0,1,0,1,0,6.9,-860.33,0.249,1
0.3418310737249745,0,0,0,0,0.2279294782590071,-69.5,0.8025214924867915,0
0.999,0,0,1,0,12.3,-88.94,0.156,1
0.804,0,0,0,0,22.2,-9.1,0.055,0
0.6497609781109086,0,0,0,0,4.7,-251.27,0.571,0
0.0,0,0,0,1,3.6,-9187.64,0.457,1
1.0,0,0,0,0,36.0,-62.88,0.296,0
0.6228211807702487,0,0,0,1,63.5,-5.39,0.31,1
0.0491095753773668,0,0,0,1,8.2,-73.27,0.341,1
0.0,1,0,0,0,464.0,-103.78,0.428,1
0.4668533854361,0,0,0,0,32.8,-1.84,0.368,0
0.0,0,1,0,0,22.3,-50.19,0.351,1
0.5664656501876892,0,1,0,0,3.0,-3119.3,0.431,1
0.999,0,0,0,0,16.0,-130.85,0.259,0
0.0,0,1,0,0,52.5,-290.16,0.263,1
0.0,1,0,0,0,4.2,-40621.66,1.923,1
0.0,1,0,0,0,6.9,-732.83,0.633,1
0.0,0,1,1,0,61.3,-77.33,0.238,1
0.125,1,0,0,0,5.3,-5354.43,0.379,1
0.8998870281746519,1,0,0,0,31.3,-5327.2,0.765,1
0.0,1,0,0,0,3.2,-13919.15,0.609,1
0.0,0,1,0,1,125.0,-2154.77,0.369,1
0.0,1,0,0,0,45.96990829455855,-561.31,0.259,1
0.0,0,1,0,0,38.5,-20.96,0.188,1
0.0,0,1,1,0,27.5,-166.04,0.071,1
0.0,0,1,0,0,143.0,-53.02,0.146,1
0.0,0,1,0,0,61.5,-83.71,0.395,1
0.97,1,0,0,0,32.9,-324.24,0.558,1
0.831,0,0,0,0,5.2,-96.78,0.08,0
0.0,0,1,0,0,53.4,-1.77,0.034,1
0.0,1,0,0,0,4.7,-7198.57,0.588,1
0.229,1,0,0,0,65.1,-13.6,0.724,1
0.0,0,1,0,0,391.0,-642.72,0.26,1
0.7493343380680849,0,0,0,0,17.5,-27.42,0.365,0
0.971,0,0,0,0,4.0,-174.26,0.154,0
0.0,0,1,0,0,31.8,-147.88,0.445,1
0.955,0,0,0,0,17.9,-34.74,0.296,0
0.341074513340029,0,1,0,0,2.1,-953.19,0.36,1
0.0,0,1,0,0,142.0,-27.78,0.3,1
0.0,1,0,0,0,25.72019678564296,-321.58,0.4910070122966291,1
0.0,0,1,0,0,33.0,-36.49,0.154,1
0.315,1,0,0,0,29.4,-3.04,0.449,1
0.0,0,1,1,0,28.2,-252.32,0.349,1
0.0,0,1,1,0,62.9,-2447.2,0.342,1
0.0,1,0,1,0,9.1,-80502.32,0.836,1
1.0981943424330058,1,0,0,0,34.5,-6.72,0.098,1
0.1870994656313731,1,0,0,0,35.2,-3.09,1.592,1
0.0,0,1,0,0,1800.0,-9.73,0.286,1
0.0,1,0,0,0,75.4,-32.73,0.248,1
0.0,0,1,0,0,1160.0,-2.46,0.084,1
0.0,0,1,0,0,4.8,-115.34,0.315,1
0.0,0,1,0,0,33.4,-87.22,0.275,1
0.0,0,1,0,0,29.5,-296.76,0.327,1
0.0,0,1,0,0,173.0,-6.13,0.242,1
0.0,0,1,0,0,693.0,-16.2,0.051,1
0.0,0,1,0,0,124.0,-181.48,0.254,1
0.0,0,0,1,0,23.4,-7139.29,0.654,1
0.914,0,0,0,0,5.8,-60.03,0.143,0
0.0,1,0,0,0,3.7,-30751.83,0.506,1
0.0,0,1,1,1,4.0,-1190.35,0.207,1
0.0,0,1,1,0,66.3,-6.02,0.074,1
0.979,0,0,0,0,3.5,-840.06,0.668,0
0.0,0,1,0,0,97.2,-41.85,0.339,1
0.0,0,1,0,0,17.5,-168.29,0.339,1
0.0,0,1,0,0,146.0,-7268.88,0.527,1
0.0,0,0,0,1,11.0,-25.5,0.033,1
0.0,0,1,0,0,97.4,-298.33,0.35,1
0.0,1,0,0,0,302.0,-156186.97,0.5740536000639849,1
0.0,0,0,1,1,2.5,-2980.47,0.344,1
0.983,0,0,0,0,7.6,-130.12,0.421,0
0.001,0,0,1,0,34.9,-18.88,0.151,1
0.0,1,0,0,0,507.0,-233.04,0.062,1
0.001,0,1,0,0,28.6,-158.69,0.646,1
0.0,0,1,0,0,195.0,-840.48,0.468,1
0.0,1,0,0,0,17.3,-0.43,0.124,1
0.0,0,1,0,0,62.9,-6.43,0.233,1
0.9446350076134318,1,0,0,0,13.449660421019797,-4761.44,0.025,1
0.0,0,1,0,0,21.1,-24.28,0.281,1
0.136,0,1,0,0,12.9,-2565.99,0.449,1
1.0,0,0,0,0,20.4,-25.51,0.079,0
0.851,0,0,0,0,5.6,-110.32,0.327,0
0.0,0,1,0,0,92.2,-373.23,0.248,1
0.0,0,0,0,1,8.5,-919.63,0.254,1
1.0,0,0,0,0,22.3,-78336.29,2.835,0
0.0,0,1,0,0,689.0,-2647.35,0.509,1
0.635,0,0,0,0,12.0,-29.6,0.3,0
0.4505538422438724,1,0,0,0,13.4,-424497.64,8.871,1
0.702307620640053,0,0,0,0,20.1,-9.1,0.388,0
0.036,0,0,0,0,26.5,-263.64,0.362,0
0.0,1,1,0,0,177.0,-0.33,0.225,1
0.0,1,1,1,1,147.0,-0.56,0.312,1
0.001,0,1,0,0,52.2,-2570.75,1.364,1
0.0,0,1,0,0,32.8,-21.18,0.122,1
1.068059015694331,0,0,0,0,55.4,-4.48,0.322,0
0.0,0,1,0,0,181.0,-98.65,0.282,1
0.2301898489607189,1,0,0,0,96.56982339262,-14.57,0.088,1
0.0,0,1,0,0,75.8,-0.4,0.026,1
0.0,0,1,1,0,50.3,-38.39,0.249,1
0.2356180811015631,0,1,0,0,49.7,-5492.41,0.393,1
0.0,0,1,0,0,19.9,-630.47,0.283,1
0.0,0,1,0,0,360.0,-0.56,0.07,1
0.3548042414756488,0,0,0,0,152.0,-0.1,0.309,0
0.0,0,1,0,0,81.0,-534.72,0.486,1
0.2982963628253541,1,0,0,0,9.115688096244256,-0.09,0.1562990949336546,1
0.0,0,1,0,0,220.0,-92.34,0.039,1
0.5774072858996534,1,0,0,0,195.83750023860244,16153.334017150206,0.232,1
0.0480249001768426,1,0,0,0,9.3,-63.3,0.384,1
0.0,1,0,0,0,27.02759173566705,-10024.09,0.557,1
0.0,0,1,1,0,2.7,-19586.35,0.508,1
0.0,1,0,0,0,2.8,-16154.91,0.826,1
0.0,0,1,0,0,587.0,-116.19,0.118,1
0.0,1,0,0,0,7.0,-2861.36,0.433,1
0.9791757654663584,0,0,0,0,433.0,-71.82,0.05,0
0.0,0,1,1,1,8.1,-898.25,0.273,1
0.0,0,0,1,1,12.4,-296.88,0.065,1
0.0,0,1,0,0,1310.0,-3490.55,0.502,1
0.0,0,1,0,0,49.9,-1116.34,0.287,1
0.965,0,0,0,0,19.2,-696.16,0.289,0
0.0,0,1,1,0,2.1,-11157.51,0.366,1
0.4767852024286516,0,0,1,0,10.0,-198.75,0.352,1
0.0,0,1,0,1,1.9,-23436.66,0.443,1
0.0,0,1,1,0,4.1,-18382.91,0.452,1
0.0,1,0,0,0,18.3,-924.35,0.809,1
0.0,0,1,0,0,106.0,-17.71,0.211,1
0.946,0,0,0,0,72.4,-29.03,0.296,0
0.0,0,1,0,0,320.0,-1694.32,0.336,1
0.979,0,0,0,0,22.0,-15.08,0.335,0
0.718,0,0,0,0,29.0,-8.79,0.072,0
0.0,0,0,1,1,19.9,-5370.43,2.604,1
0.7539820012043871,0,1,0,0,1730.0,-29.89,0.05,1
0.0,0,1,0,0,86.4,-26.57,0.33,1
0.4087934219955695,0,0,0,0,76.3,-3.66,0.164,0
0.0,1,0,0,0,252.0,-44.68,0.158,1
0.371779003241096,1,0,0,0,28.7,-1866.64,0.9,1
0.909,0,0,0,0,43.7,-39.27,0.079,0
0.0,1,0,0,1,946.0,-4106.75,0.505,1
0.0,1,0,0,1,76.1,-545.55,0.182,1
0.7429634325808301,1,0,0,0,105.45466187332114,-15191.5,0.27097163022754,1
0.0,0,1,0,0,996.0,-501.74,0.121,1
0.0,0,1,0,0,36.2,-35.19,0.267,1
0.0,0,0,0,1,9.7,-1.09,0.023,1
0.0,0,1,0,0,5.0,-56.38,0.396,1
0.0,1,0,0,0,2.5,-676.12,0.535,1
0.0,0,1,0,0,255.0,-12184.18,0.487,1
0.1819659897103304,0,0,0,0,85.2,-0.1,0.255,0
0.888,0,0,0,0,13.2,-29.43,0.115,0
0.0,0,1,0,0,16.4,-139.47,0.393,1
0.729,0,0,0,0,3.8,-117.48,0.404,0
0.0,0,1,1,0,26.6,-679.43,0.309,1
0.0,0,1,0,0,74.5,-30.65,0.228,1
0.0,0,1,0,0,26.3,-185.16,1.128,1
0.0,0,1,0,0,41.6,-5051.36,0.431,1
0.801,0,0,0,0,6.0,-56.77,0.049,0
0.0,1,0,0,0,92.9325213207876,-39.0,3.828886639054768,1
0.0,0,1,0,0,327.0,-27.26,0.071,1
0.0,0,1,0,0,148.0,-647.74,0.117,1
0.397,0,0,0,0,28.2,-3.37,0.068,0
0.0,0,1,0,0,144.0,-14.85,0.33,1
0.0,0,1,0,0,55.3,-10.87,0.075,1
0.0,0,1,0,0,114.0,-154.66,0.404,1
1.212967013854139,0,0,0,0,1.9,-204.19,0.06,0
0.3497675953608933,1,0,0,0,147.0,-271.3,0.062,1
0.0,0,1,0,0,536.0,-319.26,0.117,1
0.0,0,1,0,0,557.0,-443.67,0.274,1
0.0,0,1,0,0,314.0,-33.73,0.118,1
0.986,0,0,0,0,22.7,-39.91,0.176,0
1.0,0,0,0,0,6.2,-373.37,0.166,0
0.0,1,0,0,0,315.4723878426179,-3248.77,0.464,1
0.668,0,0,0,0,16.5,-251.28,0.216,0
0.0,0,1,0,0,81.7,-235.15,0.112,1
0.0,1,0,0,0,14.2,-0.52,0.185,1
0.0,0,1,0,0,17.6,-3001.82,0.417,1
0.4930835605643824,1,0,0,0,40.7,-1.82,0.682,1
0.5998302130479995,0,0,1,0,40.4,-39.76,0.408,1
0.6123437859185383,0,0,0,0,58.6,-6.47,0.096,0
0.0,1,0,0,0,5.0,-5456.68,0.464,1
0.0,0,0,1,0,1.7,-5342.8,0.308,1
0.813,0,0,0,0,12.8,-156.84,0.31,0
0.967,0,0,0,0,17.5,-90.85,0.31,0
0.0,0,1,0,0,169.0,-70.46,0.181,1
0.0,1,0,0,0,422.0,-2288.69,0.563,1
0.0,0,1,0,0,38.5,-1020.86,0.373,1
0.0,1,0,0,0,196.0,-461.0,1.053,1
0.0,0,1,0,0,32.0,-192.13,0.35,1
0.0,0,0,1,1,18.0,-12.37,0.11,1
0.0,0,1,0,0,19.9,-626.86,0.385,1
0.0,0,1,1,0,10.8,-642965.7,7.105,1
0.6808144418283042,1,0,0,0,88.0,-0.22,0.314,1
0.0,0,1,0,0,37.8,-293.98,0.192,1
0.4391012051082091,0,0,0,0,37.4,-7.78,0.371,0
0.0,1,0,0,0,487.8456106181967,-352.76,0.349,1
0.758992305866739,0,0,0,0,65.9,-5.95,0.05,0
0.3463876495571895,1,0,0,0,1.6,-26126.36,0.644,1
0.0,0,1,0,0,15.0,-14.31,0.304,1
0.5678213878166606,0,0,0,0,22.9,-9.46,0.094,0
0.4028556059050825,0,0,0,0,14.197442474788389,-0.66,0.7729813009362966,0
0.4594983729445898,0,1,0,0,2.9,-465.38,0.337,1
0.0,0,1,0,0,33.2,-22.78,0.32,1
0.0,0,1,0,0,21.3,-2367.61,0.503,1
1.0,0,0,0,0,32.6,-21.14,0.059,0
0.0,0,1,0,0,44.3,-9.41,0.122,1
0.7397804382638913,1,0,0,0,3.6,-5459.3,1.185,1
0.0,1,0,0,0,2.7,-2580.21,0.291,1
0.0,1,0,0,0,20.1,-2630.44,0.44,1
0.0,0,1,0,0,70.3,-4.68,0.22,1
0.0,0,1,0,0,505.0,-51.79,0.102,1
0.0,0,1,0,0,31.3,-46.63,0.227,1
0.0,1,0,0,0,277.0,-144.37,0.08,1
0.0,1,0,0,0,1.6,-29534.09,0.654,1
0.4460046319526956,0,0,0,0,32.0,-10.05,0.356,0
0.0,0,1,0,0,47.1,-118.57,0.587,1
0.866,0,0,0,0,22.6,-28.47,0.278,0
0.0,0,1,0,0,82.8,-8.46,0.294,1
0.4011489284375251,1,0,0,0,10.4,-3951.37,0.574,1
0.556,0,0,0,0,92.7,-0.19,0.26,0
0.001,0,0,1,0,2.1,-887.08,0.315,1
0.0,0,1,0,0,31.3,-26.12,0.314,1
0.5102547677194733,1,0,0,0,7.0,-222348.38,0.605,1
0.2020323885712216,0,0,0,0,8.2,-88097.08,0.605,0
0.0,0,1,0,0,0.0,-27041.54,1.539,1
0.0,0,0,1,0,24.7,-79.93,0.215,1
0.0,0,0,1,1,17.1,-552.27,0.151,1
0.0,0,1,0,0,2290.0,-100.05,0.055,1
0.0,0,1,0,0,43.4,-800.99,0.45,1
0.0,0,1,0,0,4.2,-31526.86,2.566,1
0.67,0,1,0,0,241.0,-312.74,0.05,1
0.0,0,1,0,0,132.0,-201.8,0.308,1
0.0,0,1,0,1,16.6,-2678.69,0.442,1
0.0,0,1,0,0,95.2,-854.12,0.546,1
0.0,0,1,0,0,25.4,-192.1,0.312,1
0.001,1,0,0,0,5.0,-902.27,0.167,1
0.0,0,1,0,0,12.6,-84.51,0.287,1
0.0,1,0,0,0,18.6,-96.29,0.336,1
0.755,0,0,0,0,12.2,-0.54,0.503,0
0.7474346987898398,0,0,0,0,42.6,-1.46,1.215,0
0.0,1,0,0,0,166.0,-94.54,0.366,1
0.986,0,0,0,0,96.0,-9.22,0.023,0
0.0,1,0,0,0,605.0,-332.51,0.274,1
0.0,0,1,1,0,6.9,-540.86,0.372,1
0.454800541124378,0,0,0,0,18.5,-19.03,0.242,0
0.0,0,1,0,0,59.1,-942.81,0.468,1
0.0,0,1,0,0,40.0,-11.45,0.151,1
0.0,0,1,0,0,49.4,-19.01,0.291,1
0.0,0,0,1,1,8.5,-425.02,0.2,1
0.0,0,0,1,1,11.5,-606.88,0.16,1
0.0,0,0,1,1,22.6,-28239.14,2.449,1
0.0,0,1,0,0,72.2,-4.42,0.286,1
0.0,0,1,0,0,366.0,-69.6,0.088,1
0.0,0,1,0,0,228.0,-8.3,0.283,1
0.0,0,1,0,0,60.3,-124.62,0.441,1
0.0,0,1,0,0,75.7,-29.3,0.166,1
0.0,0,1,0,1,9.3,-401.56,0.311,1
0.0,0,1,0,0,48.4,-191.41,0.41,1
0.948,0,0,0,0,49.4,-28.36,0.152,0
0.368,0,1,0,0,120.0,-164.28,0.054,1
0.0,0,1,0,0,273.0,-564.14,0.227,1
0.2775154128847733,1,0,0,0,8.6,-1819.47,0.864,1
0.8882142303375847,0,0,0,0,25.1,-594.1,0.29,0
0.994,0,0,0,0,7.9,-1285.19,0.785,0
0.0,0,1,0,0,369.0,-2693.03,0.346,1
0.0,0,1,0,0,103.0,-104.35,0.326,1
0.0,0,1,0,0,222.0,-10987.17,0.667,1
1.0,0,0,0,0,23.8,-15.91,0.124,0
0.0,0,1,0,0,369.0,-32.16,0.206,1
0.0,0,1,1,1,36.3,-3983.96,3.186,1
0.0,0,1,0,0,193.0,0.0,0.473,1
0.0,1,0,0,0,2.9,-4961.53,0.847,1
0.0,0,1,0,0,2900.0,-396.95,0.522,1
0.0,0,1,0,0,32.3,-128.97,0.407,1
0.0,1,0,1,0,54.0,-142.46,0.106,1
0.0,0,0,1,0,40.2,-2772.79,3.064,1
0.827,0,0,0,0,13.2,-103.87,0.31,0
0.0,0,1,0,0,0.7,-343.86,0.537,1
0.998,0,0,0,0,4.5,-2310.66,0.423,0
0.0,0,1,0,0,25.0,-41.63,0.344,1
0.5286714492314781,1,0,0,0,26.4,-10374.89,1.172,1
0.603,1,0,0,0,21.2,-3396.81,0.667,1
0.0,1,0,0,0,1.6,-9507.76,0.398,1
0.0,1,0,0,0,7.7,-254.93,0.325,1
0.0,1,0,0,0,53.57121755583577,-1377.09,0.377,1
0.0,0,1,0,0,32.3,-29.17,0.282,1
0.0,1,0,1,0,4.0,-319.95,0.702,1
0.4824007898241474,0,0,0,0,38.7,-3.29,0.302,0
1.3477879163696969,0,0,0,0,52.1,-4.12,0.327,0
0.0,1,0,0,0,33.2,-1872.03,0.327,1
0.0,0,1,0,0,756.0,-2831.72,0.428,1
0.0,0,1,0,0,6.689457243008672,-15480.71,1.0313915816051582,1
0.184,0,0,0,0,2.0,-3791.05,0.599,0
0.0,0,1,0,0,11.2,-113.73,0.15,1
0.0,0,1,0,0,214.0,-27.11,0.477,1
0.7997511190635936,1,0,0,0,17.2,7793.312556727615,0.3420005783848759,1
0.118,0,0,0,0,31.0,-1646.68,0.269,0
0.0,0,0,1,0,9.5,-583.69,0.248,1
0.7311865322690967,1,0,0,0,35.0,-122.3,0.355,1
0.0,0,1,0,0,252.0,-197.21,0.298,1
0.0,0,1,0,1,9.3,-677.78,0.211,1
0.0,0,1,0,0,21.2,-2.87,0.147,1
0.0,0,1,0,0,213.0,-99.48,0.144,1
0.972,0,0,0,0,11.3,-64.5,0.159,0
0.2335256537524525,1,0,0,0,2.9,-13188.75,1.104,1
0.0,0,1,0,0,56.8,-38.05,0.235,1
0.7371704979183812,0,0,0,0,36.9,-410.85,0.318,0
0.409,0,0,0,0,53.9,-6.99,0.028,0
0.0,0,1,0,0,98.8,-237.04,0.345,1
0.954,0,0,0,0,14.6,-91.78,0.361,0
0.0,0,1,0,0,72.0,-1452.08,0.417,1
0.0,0,1,0,0,7100.0,-133.91,0.407,1
0.0,0,1,0,0,183.0,-1.1,0.151,1
1.2321324685861743,0,0,0,0,125.0,-2.47,0.05,0
0.089,0,0,1,0,35.0,-232.76,0.048,1
0.0,0,1,0,0,45.4,-12.07,0.082,1
0.0,0,0,1,1,6.3,-2314.52,0.335,1
0.0,0,1,0,0,808.0,-2109.21,0.288,1
0.0,0,1,0,0,75.3,-6475.33,0.229,1
0.0,0,1,0,0,208.0,-10.66,0.25,1
0.0,1,0,0,0,181.06093755925437,-12431.62,0.548,1
0.0,0,1,0,0,29.7,-3.75,0.102,1
0.386,0,0,0,0,91.4,-0.8,0.251,0
0.0,0,1,0,0,24.2,-101.59,0.387,1
0.277,0,0,1,0,10.9,-371.39,0.404,1
0.0,0,1,0,0,653.0,-1500.5,0.338,1
0.0,0,0,1,1,3.9,-314.33,0.312,1
0.0,1,0,1,1,13.5,-1340.69,0.231,1
0.0,1,0,0,0,48.07853769566829,-21938.48,0.5829843650652302,1
0.0,0,1,0,0,384.0,-192.4,0.08,1
0.0,0,1,0,0,16.0,-401.04,0.454,1
0.994,0,0,0,0,51.2,-98.88,0.38,0
