Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Impact Parameter,mpact Parameter Upper,Impact Parameter Lower,Transit Duration Upper,Transit Depth Upper,Planetary Radius Lower,Equilibrium Temperature,Insolation Flux Lower ,TCE Planet Number,Stellar Effective Temperature,Stellar Effective Temperature Upper,Stellar Radius,Disposition Using Kepler Data
0.0,0,1,0,0,1.112,0.128,-0.101,0.0128,98.9,-5.73,431.0,-2.6,1.0,6142.0,172.0,1.046,1
0.999,0,0,0,0,0.232,0.221,-0.232,0.198,5.0,-0.53,2145.0,-3063.75,1.0,6461.0,176.0,2.225,0
1.0,0,0,0,0,0.018,0.432,-0.018,0.0495,58.2,-0.23,535.0,-5.49,1.0,3698.0,66.0,0.444,0
0.997,0,0,0,0,0.17,0.296,-0.17,0.0689,5.5,-0.06,2208.0,-986.77,1.0,5749.0,78.0,0.988,0
1.0,0,0,0,0,0.709,0.023,-0.516,0.153,38.0,-0.2,491.0,-3.75,1.0,4852.0,144.0,0.804,0
0.0,0,0,1,0,0.412,0.054,-0.412,0.0687,7.3,-0.11,2372.0,-2221.61,1.0,6045.0,162.0,0.955,1
0.0,0,1,1,0,0.979,0.023,-0.012,0.569,13.8,-0.67,2397.0,-3569.95,1.0,7592.0,211.0,1.714,1
0.8778081067155659,0,0,0,0,1.598644366151278,3.3010339170027003,-0.685,0.1159551412807263,51.00770642158461,96.92282845140122,627.2091200689906,-21.84,2.0,6264.013024751869,198.9760385539039,2.886286275832217,1
0.0,1,0,1,1,0.98,0.116,-0.761,0.0,2.9,-0.28,773.0,-33.97,2.0,5478.0,164.0,1.017,1
1.0,0,0,0,0,0.115,0.354,-0.115,0.143,14.1,-0.21,729.0,-23.02,2.0,6014.0,190.0,1.021,0
0.001,0,0,1,0,0.383,0.079,-0.383,0.18,9.5,-0.61,1968.0,-2562.71,1.0,5340.0,175.0,1.504,1
0.0,0,0,1,1,1.178,1.003,-0.056,0.469,12.0,-1.01,1103.0,-79.09,1.0,5272.0,157.0,0.662,1
1.0,0,0,0,0,0.031,0.438,-0.031,0.0466,9.2,-0.15,1480.0,-284.9,1.0,5519.0,83.0,0.921,0
0.0,1,0,0,0,0.228,0.213,-0.228,0.852,61.4,-0.2,245.0,-0.24,1.0,5988.0,161.0,0.836,1
0.0,0,1,0,0,1.04,0.04,-0.038,0.00772,152.0,-4.6,1163.0,-128.36,1.0,5754.0,180.0,0.943,1
0.0,0,1,1,1,0.369,0.106,-0.369,0.142,8.4,-0.1,1245.0,-150.39,1.0,5912.0,159.0,0.82,1
0.0,0,0,1,1,1.022,5.936,-0.056,0.0425,21.2,-0.91,1125.0,-108.56,1.0,6075.0,180.0,0.969,1
0.2563543263763321,0,0,0,0,0.5215,0.4586,-0.3078,1.5,18.0,-0.14,416.0,-2.2,1.0,6273.0,153.0,1.139,1
0.229271236397847,0,0,1,0,0.1755,0.2781,-0.1754,0.127,33.7,-0.21,1029.0,-78.87,1.0,6137.0,173.0,0.963,1
0.0,0,1,1,0,0.267,0.208,-0.266,0.0928,6.1,-0.06,1993.0,-972.61,1.0,5220.0,157.0,0.642,1
1.0,0,0,0,0,0.198,0.231,-0.198,0.042,10.2,-0.19,1034.0,-81.95,1.0,6102.0,165.0,1.016,0
0.008,0,0,1,0,0.962,0.039,-0.71,0.162,13.6,-0.99,1343.0,-367.97,1.0,6596.0,184.0,1.721,1
0.0,0,0,1,1,0.986,0.01,-0.686,0.109,7.0,-1.2,2545.0,-7388.14,1.0,6640.0,189.0,2.099,1
0.0,0,0,1,0,0.636,0.303,-0.406,0.0783,29.2,-0.21,802.0,-28.87,1.0,4702.0,168.0,0.67,1
0.087,0,0,0,0,1.144,6.786,-0.079,0.0556,9.5,-2.24,1754.0,-739.22,1.0,6102.0,171.0,1.026,0
0.0,1,0,0,1,0.111,0.341,-0.111,0.0893,2.8,-0.6,2928.0,-10243.75,1.0,5267.0,146.0,2.935,1
0.0,0,1,1,1,0.47,0.04,-0.44,0.106,3.9,-0.07,1733.0,-504.58,1.0,5452.0,164.0,0.815,1
0.0,0,1,0,0,1.218,0.139,-0.067,0.539,8.4,-1.79,484.0,-3.42,1.0,5128.0,153.0,0.668,1
0.856,0,0,0,0,0.012,0.44,-0.012,0.167,2.4,-0.05,1032.0,-58.85,1.0,5495.0,74.0,0.961,0
0.999,0,0,0,0,0.107,0.353,-0.107,0.144,11.1,-0.46,1113.0,-161.0,1.0,5689.0,85.0,1.542,0
0.5642881684349417,0,0,0,0,0.4759,0.0041,-0.4473,0.643,4.5,-0.05,1116.0,-96.46,1.0,5910.0,151.0,0.94,1
0.0,1,0,0,1,0.213,2.069,-0.213,0.748,15.7,-0.09,1920.0,-1100.31,1.0,5341.0,204.0,0.808,1
0.0,0,1,1,1,1.158,0.235,-0.173,0.289,9.2,-1.35,1870.0,-723.23,1.0,5767.0,158.0,0.837,1
0.0,0,1,0,0,1.261,0.326,-0.104,0.0452,25.9,0.0,2063.0,0.0,1.0,5780.0,158.92457542203485,1.0,1
0.0,0,0,1,0,0.295,0.185,-0.295,0.0834,4.1,-0.22,2140.0,-2047.59,1.0,6557.0,158.0,1.406,1
0.0,0,1,0,0,1.306,1.987,-0.011,0.0164,6.7,-50.7,2714.0,-11328.78,1.0,5354.0,177.0,2.18,1
0.0,0,1,1,1,1.143,0.209,-0.094,0.176,6.4,-1.22,1777.0,-607.86,1.0,5514.0,166.0,0.826,1
0.0,0,1,0,0,1.093,0.305,-0.12,0.0167,36.2,-2.15,446.0,-2.86,1.0,5193.0,154.0,0.805,1
0.0,0,1,0,0,1.265,0.094,-0.07,0.00264,11.6,-96.8,3641.0,-29479.9,1.0,5591.0,156.0,5.618,1
0.002,0,0,1,0,1.205,5.647,-0.126,0.172,14.0,-40.7,1891.0,-2814.93,1.0,5148.0,141.0,2.314,1
0.0,0,1,1,1,0.627,0.093,-0.452,0.0301,2.0,-0.89,3813.0,-29905.09,1.0,7089.0,172.0,2.584,1
0.921,0,1,0,0,0.272,0.11,-0.155,0.0678,275.0,-2.11,934.0,-60.46,1.0,5332.0,167.0,0.86,1
0.0,0,1,0,0,0.223,0.069,-0.016,0.00403,69.9,-1.82,772.0,-22.5,1.0,5089.0,154.0,0.693,1
0.0,0,0,1,0,0.297,0.179,-0.297,0.0808,9.6,-0.16,1650.0,-535.43,1.0,6382.0,170.0,1.059,1
0.0,0,0,1,1,1.187,0.92,-0.19,0.339,15.5,-2.12,1398.0,-260.36,1.0,5900.0,176.0,0.951,1
0.0,0,1,1,1,0.656,0.582,-0.656,1.6,13.2,-1.1,1829.0,-1433.1,1.0,5557.0,83.0,2.372,1
0.0,0,1,1,0,0.687,0.255,-0.457,0.201,5.5,-0.11,928.0,-51.37,1.0,5912.0,159.0,0.87,1
0.0,0,0,1,0,0.93,0.003,-0.657,0.0284,11.9,-0.29,1608.0,-509.55,1.0,5237.0,158.0,0.837,1
1.169019907000878,0,0,0,0,0.559,0.001,0.2145777861046804,0.3808383234260494,24.528816805744995,156.59336241512295,539.6723129776174,-1.19,1.0,6260.557754355761,145.54197727543342,0.698,1
0.0,0,1,0,1,0.739,0.226,-0.508,0.247,3.2,-0.07,1836.0,-861.64,1.0,6147.0,166.0,0.954,1
0.0,0,0,1,0,0.266,0.192,-0.266,0.0697,6.5,-0.14,2001.0,-1373.89,1.0,5670.0,170.0,0.843,1
0.0,0,1,1,0,1.277,6.898,-0.354,0.355,98.7,-3.43,377.0,-1.43,1.0,5895.0,182.0,0.991,1
1.0,0,0,1,0,0.292,0.154,-0.292,0.0748,8.4,-0.05,1238.0,-121.16,1.0,3945.0,70.0,0.519,1
0.0,0,0,1,0,0.386,0.073,-0.386,0.192,6.6,-0.67,1907.0,-2031.53,1.0,6785.0,183.0,2.124,1
0.0,0,1,1,0,0.204,0.248,-0.204,0.0518,5.8,-0.09,1816.0,-646.43,1.0,5769.0,155.0,0.812,1
0.0,0,0,1,0,1.045,0.941,-0.078,0.0767,6.3,-12.7,3107.0,-20143.84,1.0,5132.0,170.0,2.648,1
0.0,0,1,0,0,0.279,0.004,-0.004,0.00554,489.0,-40.0,3123.0,-12370.48,1.0,7131.0,200.0,1.83,1
0.998,0,0,0,0,0.327,0.133,-0.327,0.21,38.1,-0.83,503.0,-6.47,2.0,5596.0,84.0,1.466,0
0.0,1,0,1,0,1.121,9.179,-0.055,0.612,19.2,-5.84,1579.0,-643.17,1.0,5854.0,79.0,1.742,1
0.0,0,1,1,1,1.101,0.222,-0.112,0.266,3.3,-16.0,3553.0,-25251.66,1.0,6552.0,198.0,3.44,1
0.999,0,0,0,0,0.46,0.499,-0.256,0.523,4.3,-0.12,1530.0,-515.49,1.0,6450.0,144.0,1.273,0
0.0,0,1,1,0,0.959,0.013,-0.685,0.181,23.5,-0.22,1141.0,-105.3,1.0,5075.0,151.0,0.67,1
0.0,0,1,1,0,1.271,14.33,-0.172,0.165,25.5,-1.89,718.0,-15.76,1.0,5150.0,153.0,0.71,1
0.349,0,1,0,0,0.83,0.06,-0.01,0.0337,270.0,-4.06,1914.0,-1491.39,1.0,5811.0,174.0,0.998,1
0.0,0,1,0,0,0.986,0.179,-0.014,0.00279,26.1,-7.01,1880.0,-1154.51,1.0,6319.0,198.0,1.083,1
0.0,0,0,1,1,1.215,0.716,-0.127,0.149,9.2,-2.76,1432.0,-299.21,1.0,5917.0,156.0,1.0,1
0.0,1,0,0,1,0.256,0.204,-0.256,1.7,3.3,-0.2,1540.0,-740.72,1.0,6134.0,165.0,1.496,1
0.0,0,1,1,0,0.643,0.342,-0.437,0.242,15.8,-1.37,1761.0,-1453.59,1.0,6418.0,175.0,3.049,1
0.001,0,0,1,0,0.004,0.417,-0.004,0.109,15.8,-0.07,1037.0,-47.85,1.0,4620.0,73.0,0.736,1
0.0,0,0,1,0,0.474,0.482,-0.277,0.81,28.4,-0.13,912.0,-45.64,1.0,6246.0,152.0,1.092,1
0.0,0,1,1,1,1.141,2.89,-0.121,0.256,10.9,-1.64,1334.0,-223.25,1.0,6106.0,164.0,0.923,1
0.0,0,0,1,1,0.955,0.004,-0.005,0.588,16.2,-0.16,497.0,-3.67,1.0,4257.0,115.0,0.586,1
0.0,1,0,0,1,0.686,0.274,-0.448,0.331,3.1,-0.07,2296.0,-1968.54,1.0,6108.0,162.0,0.997,1
0.0,0,0,1,0,0.077,0.382,-0.077,0.123,17.5,-0.14,1414.0,-266.61,1.0,4878.0,159.0,0.843,1
0.0,0,0,1,0,0.377,0.08,-0.377,0.0554,13.9,-0.14,1840.0,-749.28,1.0,4904.0,145.0,0.786,1
1.0,0,0,0,0,0.013,0.421,-0.013,0.197,62.6,-0.39,416.0,-2.49,1.0,6208.0,194.0,1.024,0
0.989,0,0,0,0,0.26,0.211,-0.26,0.0365,5.9,-0.09,2194.0,-1351.38,1.0,5465.0,162.0,0.766,0
0.0,0,1,0,0,0.964,0.037,-0.7,0.0423,9.2,-0.19,2246.0,-1642.7,1.0,5180.0,154.0,0.782,1
0.0,0,0,0,0,0.958,0.001,-0.678,0.0322,1.8,-1.11,3653.0,-33587.02,1.0,5653.0,169.0,2.183,0
0.0,0,0,1,1,0.042,0.426,-0.042,0.294,5.1,-0.03,1832.0,-575.96,1.0,5481.0,163.0,0.708,1
0.0,0,1,1,1,0.0,0.44,0.0,0.129,7.5,-0.09,1364.0,-219.12,1.0,4938.0,148.0,0.718,1
1.0,0,0,0,0,0.318,0.133,-0.318,0.0565,13.9,-0.05,1891.0,-389.42,1.0,5278.0,73.0,0.815,0
0.0,0,0,1,1,0.699,0.25,-0.46,0.195,3.3,-0.05,1414.0,-153.49,1.0,5806.0,78.0,0.893,1
1.0,0,0,0,0,0.928,0.02,-0.628,0.0676,5.3,-0.13,1058.0,-66.93,1.0,5661.0,76.0,1.008,0
0.997,0,0,0,0,0.042,0.412,-0.042,0.283,37.9,-0.16,291.0,-0.31,1.0,5431.0,81.0,0.879,0
0.8,0,0,0,0,0.387,0.078,-0.387,0.246,12.6,-0.07,1885.0,-766.79,1.0,5395.0,180.0,0.891,0
0.0,0,0,0,0,0.78,0.025,-0.017,0.033,543.0,-1.17,240.0,-0.21,1.0,4315.0,142.0,0.668,0
0.0,0,1,0,0,1.51,0.095,-0.24,0.0132,78.0,-7.89,978.0,-65.85,1.0,5385.0,177.0,0.75,1
0.0,0,1,1,1,0.062,0.374,-0.062,0.0333,4.1,-0.04,1211.0,-80.88,1.0,4955.0,99.0,0.735,1
0.001,0,0,1,0,1.232,75.38,-3.637,0.267,39.1,0.0,568.0,0.0,1.0,5780.0,122.17314334837644,1.0,1
0.0,0,1,1,0,1.222,48.47,-0.684,0.596,154.0,-1.91,1171.0,-118.31,1.0,5541.0,167.0,0.777,1
0.0,0,1,1,1,1.281,63.8,-0.196,0.0571,71.9,-1.64,510.0,-3.94,1.0,5451.0,190.0,0.6,1
0.0,0,0,1,0,0.272,0.708,-0.272,0.708,23.2,-0.1,1273.0,-135.36,1.0,5150.0,170.0,0.784,1
0.0,0,1,1,0,1.092,5.624,-0.075,0.143,7.8,-2.06,1988.0,-1399.23,1.0,6292.0,170.0,1.122,1
0.0,0,0,1,1,1.174,2.213,-0.119,0.155,16.0,-2.76,1647.0,-581.86,1.0,6147.0,172.0,1.096,1
0.991,0,0,0,0,0.936,0.014,-0.682,0.111,8.2,-0.73,1020.0,-127.88,1.0,7121.0,199.0,1.972,0
0.993,0,0,0,0,0.455,0.017,-0.455,0.187,40.3,-0.16,729.0,-17.16,1.0,5311.0,175.0,0.788,0
0.0,0,1,1,1,1.281,78.02,-6.512,0.261,144.0,-3.24,220.0,-0.17,1.0,5385.0,187.0,0.75,1
1.0,0,0,0,0,0.116,0.327,-0.116,0.0465,12.3,-0.1,1010.0,-60.21,1.0,5496.0,147.0,0.725,0
0.0,0,1,0,0,1.29,40.08,-0.131,0.265,110.0,-24.2,2382.0,-4531.06,1.0,6831.0,191.0,2.247,1
1.0,0,0,0,0,0.174,0.283,-0.174,0.047,7.8,-0.12,1681.0,-518.99,1.0,5845.0,139.0,0.874,0
0.0,0,0,0,0,0.399,0.065,-0.399,0.139,31.1,-0.26,290.0,-0.44,1.0,5083.0,152.0,0.844,0
0.465,0,0,0,0,0.364,0.203,-0.364,10.3,10.3,-0.07,1192.0,-138.07,1.0,6032.0,162.0,0.929,0
0.0,1,0,1,1,0.656,0.29,-0.433,0.635,2.3,-0.48,1284.0,-390.34,2.0,6632.0,201.0,2.193,1
0.964,0,0,0,0,1.212,6.882,-0.313,0.527,18.7,-2.78,858.0,-40.83,1.0,6198.0,188.0,1.005,0
0.0,0,1,1,0,1.24,8.087,-0.268,0.307,42.5,-4.95,441.0,-3.61,1.0,5771.0,173.0,0.936,1
0.991,0,0,0,0,0.586,0.006,-0.492,0.509,102.0,-0.42,371.0,-1.57,2.0,5738.0,156.0,0.981,0
0.997,0,0,0,0,0.07,0.386,-0.07,0.346,37.9,-0.59,346.0,-1.31,1.0,5497.0,83.0,1.241,0
0.0,1,0,1,0,1.273,9.841,-0.08,0.0974,45.1,-37.8,3345.0,-20804.62,1.0,7757.0,211.0,2.783,1
0.0,0,1,0,0,0.978,0.267,-0.076,0.0151,85.1,-2.46,444.0,-2.52,1.0,5793.0,172.0,0.832,1
0.001,0,1,0,0,0.296,0.033,-0.025,0.00771,44.3,-2.72,1088.0,-115.51,1.0,6124.0,193.0,1.028,1
0.0,0,0,1,1,0.966,0.006,-0.003,0.0546,10.9,-0.43,1392.0,-216.9,1.0,6496.0,71.0,1.33,1
1.0,0,0,1,0,0.602,0.025,-0.48,0.111,1.7,-0.28,3448.0,-13758.59,1.0,8867.0,70.0,2.245,1
0.0,0,0,1,0,1.28,0.186,-0.18,0.0228,27.6,-1.98,1111.0,-82.73,1.0,5552.0,180.0,0.719,1
0.0,0,0,1,0,0.067,0.405,-0.067,0.119,6.3,-0.13,1539.0,-396.08,1.0,6198.0,175.0,1.005,1
0.0,0,1,1,0,0.938,0.028,-0.576,1.2,11.0,-0.31,482.0,-4.36,1.0,6157.0,171.0,1.016,1
0.0,0,0,0,1,0.332,0.149,-0.332,0.0267,8.5,-0.21,2115.0,-1491.65,1.0,6257.0,169.0,1.022,1
0.0,0,1,1,1,0.046,0.379,-0.046,0.179,15.2,-0.12,360.0,-0.8,1.0,5061.0,83.0,0.841,1
0.0,0,0,1,0,1.169,5.877,-0.093,0.114,5.2,-23.0,1709.0,-1760.06,1.0,5238.0,158.0,1.883,1
0.0,1,0,1,1,0.427,0.095,-0.427,0.331,8.2,-0.06,1090.0,-86.56,1.0,3725.0,59.0,0.46,1
0.91,0,0,0,0,0.93,0.032,-0.664,0.106,45.1,-0.18,643.0,-10.65,2.0,5083.0,152.0,0.844,0
0.0,0,1,0,0,1.224,63.08,-0.92,0.0917,26.8,-2.78,944.0,-64.19,1.0,5457.0,209.0,0.779,1
0.0,0,1,1,0,0.82,0.022,-0.565,0.0581,8.9,-22.5,4793.0,-56143.74,1.0,3915.0,78.0,58.325,1
1.0,0,1,0,0,1.269,38.15,-0.005,0.16,162.0,-9.75,1794.0,-1185.99,1.0,6296.0,198.0,1.249,1
0.0,0,0,1,0,1.068,59.8,-0.084,0.103,30.1,-2.2,1596.0,-166.34,1.0,4946.0,111.0,5.855,1
0.923,0,0,0,0,0.249,0.219,-0.249,0.665,62.2,-0.22,338.0,-0.89,1.0,6174.0,169.0,0.939,0
0.0,0,0,1,1,0.776,0.182,-0.531,0.117,4.7,-1.14,2492.0,-6902.09,1.0,6701.0,190.0,2.237,1
0.495,0,1,1,0,0.594,0.218,-0.594,1.0,3.6,-0.57,2017.0,-2376.62,1.0,6208.0,167.0,1.975,1
0.5168181355459045,1,0,0,0,0.7967,0.0299,-0.5571,0.679,175.0,-0.6,279.0,-0.45,1.0,6194.0,160.0,1.129,1
0.0,1,0,0,1,0.473,0.016,-0.453,0.0897,10.8,-0.8,3914.0,-32212.31,2.0,9464.0,262.0,2.184,1
0.982,0,0,0,0,0.944,0.022,-0.655,0.491,19.1,-0.57,329.0,-0.95,1.0,5814.0,78.0,1.248,0
0.146,1,0,0,0,0.087,0.385,-0.087,4.0,92.8,-0.21,234.0,-0.22,1.0,5327.0,159.0,0.896,1
0.0,0,0,1,0,0.937,0.018,-0.656,0.147,49.9,-0.61,1260.0,-208.22,1.0,6726.0,187.0,1.31,1
0.0,0,1,1,0,1.273,69.31,-3.745,0.102,64.7,-4.17,659.0,-14.52,1.0,6167.0,194.0,1.107,1
0.001,0,0,1,0,0.945,0.004,-0.674,0.157,53.1,-0.2,509.0,-4.93,1.0,4316.0,150.0,0.54,1
0.0,0,1,1,1,0.866,0.005,-0.004,0.0511,69.0,-1.32,1653.0,-595.73,1.0,6033.0,190.0,1.046,1
0.0,0,1,0,0,1.199,7.121,-0.083,0.0441,320.0,-1.84,593.0,-7.88,1.0,4481.0,121.0,0.485,1
0.0,0,0,1,1,0.594,0.38,-0.371,0.58,8.0,-0.1,2267.0,-1965.57,1.0,6039.0,190.0,1.005,1
0.0,0,0,1,1,1.177,1.727,-0.12,0.25,10.5,-2.41,1444.0,-336.73,1.0,6147.0,193.0,1.003,1
0.0,0,0,1,0,0.994,0.11,-0.015,0.0872,7.0,-0.16,1613.0,-411.2,1.0,5506.0,164.0,0.688,1
0.0,0,1,1,0,0.981,0.031,-0.695,0.753,4.7,-0.12,681.0,-15.21,1.0,5437.0,163.0,0.739,1
1.1207337455412572,0,0,0,0,0.0578,0.4067,-0.0576,3.2,28.9,-0.05,351.0,-0.71,1.0,5227.0,165.0,0.643,1
0.002,0,0,1,0,1.417,75.71,-3.477,0.328,21.9,-5.46,743.0,-22.21,1.0,6329.0,169.0,1.045,1
0.0,1,0,1,1,0.232,0.251,-0.232,0.236,1.9,-0.06,2299.0,-2015.04,1.0,6063.0,162.0,1.004,1
1.0,0,0,0,0,0.541,0.408,-0.336,0.295,8.2,-0.2,794.0,-30.39,3.0,6178.0,111.0,1.267,0
0.0,1,0,1,1,1.19,0.461,-0.092,0.0453,4.1,-2.64,1961.0,-1063.85,1.0,6274.0,169.0,1.062,1
0.0,0,1,1,0,1.173,2.43,-0.092,0.106,8.3,-1.62,1272.0,-178.2,1.0,5088.0,151.0,0.727,1
0.974,0,0,0,0,0.015,0.304,-0.015,0.114,4.2,-0.22,619.0,-9.52,1.0,6167.0,111.0,1.221,0
0.0,0,1,1,0,1.22,6.594,-0.048,0.0959,13.7,-47.3,2502.0,-8024.34,1.0,5974.0,209.0,2.978,1
0.802,0,0,0,0,0.687,0.29,-0.459,0.32,14.4,-0.1,944.0,-54.41,1.0,6072.0,163.0,0.923,0
1.0,0,0,0,0,0.063,0.379,-0.063,0.217,57.9,-0.24,301.0,-0.44,1.0,5064.0,75.0,0.864,0
1.0,0,0,0,0,0.822,0.057,-0.553,0.0833,66.7,-0.17,266.0,-0.19,1.0,4641.0,74.0,0.747,0
0.0,1,0,0,0,1.155,0.98,-0.12,2.5,6.1,-13.8,888.0,-109.66,1.0,6070.0,181.0,1.628,1
0.0,0,1,0,0,0.947,0.004,-0.665,0.0513,10.1,-0.37,1998.0,-1619.11,1.0,5761.0,189.0,1.046,1
1.0,0,0,0,0,0.799,0.005,-0.588,0.0711,3.2,-0.28,710.0,-21.16,1.0,5949.0,106.0,1.292,0
0.4483426879526922,0,0,0,0,2.1810300258155952,0.104,-0.428,0.2749993174907272,169.0,-1.95,1051.2487154741505,-21.14,1.0,6350.228859908437,135.59930231634024,2.817915583457457,1
0.6904595021718498,0,0,0,0,4.100144653712152,0.323,-0.094,0.2951782915136887,86.9,-0.81,1253.3921968522432,690.9277921616886,1.0,5838.752293660878,135.26190751847423,1.239,1
0.6538976152810236,0,0,0,0,0.0905323249856505,24.423520881219588,0.1895839076429684,0.0357,99.40262995162014,168.19987419610388,722.4296837528354,19849.04349896888,1.0,5330.415288591918,135.93704720141167,2.957952733610918,1
0.0,0,0,1,1,1.166,0.103,-0.158,0.102,2.5,-7.97,3001.0,-9256.77,1.0,8468.0,236.0,1.91,1
0.0,0,0,1,1,1.04,1.002,-0.045,0.132,7.0,-0.69,1198.0,-139.55,1.0,5640.0,152.0,0.863,1
0.0,0,1,1,1,0.615,0.393,-0.4,0.472,82.4,-0.19,1201.0,-141.92,1.0,6171.0,166.0,0.91,1
1.0,0,1,0,0,1.262,69.59,-0.073,0.061,53.2,-3.85,725.0,-22.36,1.0,5830.0,177.0,0.859,1
0.025,0,0,1,0,0.948,0.122,-0.053,0.521,90.1,-0.34,300.0,-0.54,1.0,4338.0,118.0,0.609,1
0.0,0,0,1,1,0.606,0.377,-0.087,0.0803,29.64541257653932,-0.06,2096.0,-1523.2,1.0,5544.0,166.0,0.957,1
0.0,0,0,1,0,0.974,0.009,-0.018,0.512,17.2,-2.49,1395.0,-586.95,1.0,6739.0,183.0,2.702,1
0.0,0,0,1,0,0.943,0.015,-0.654,0.213,32.4,-0.36,766.0,-24.51,1.0,5973.0,189.0,0.935,1
0.0,0,0,1,0,1.298,70.55,-4.561,0.222,21.3,-2.45,650.0,-11.24,1.0,6098.0,163.0,0.838,1
0.0,0,0,1,0,0.757,0.192,-0.55,0.167,16.4,-0.2,1195.0,-167.75,1.0,6211.0,196.0,1.058,1
0.0,0,0,1,0,0.965,0.859,-0.035,0.17,56.0,-0.52,611.0,-10.02,1.0,5648.0,169.0,0.912,1
0.0,0,1,1,0,1.148,2.841,-0.024,0.186,17.0,-38.5,3192.0,-23102.5,1.0,5160.0,130.0,2.897,1
0.988,0,0,0,0,0.022,0.308,-0.022,0.127,11.8,-0.38,330.0,-0.73,1.0,6325.0,69.0,1.349,0
0.0,0,1,1,1,1.272,3.417,-0.105,0.0478,45.3,0.0,1882.0,0.0,1.0,5780.0,243.15777431088145,1.0,1
0.0,0,0,1,0,0.665,0.016,-0.473,0.709,34.2,0.0,643.0,0.0,2.0,5780.0,130.096033268471,1.0,1
0.0,1,0,1,1,1.264,0.08,-0.056,0.0113,32.5,-5.91,2130.0,-1589.11,1.0,6370.0,153.0,1.106,1
0.0,0,1,1,1,0.078,0.374,-0.078,0.108,11.1,-0.11,1659.0,-500.83,1.0,5026.0,151.0,0.729,1
0.479506664678609,0,0,0,0,4.697292641665493,0.014,-0.185,0.0942,33.7,56.47041768579152,1084.593405564239,22927.628065655284,1.0,4724.4188122370615,106.5097843758372,2.52760953578906,1
0.2415121782284496,0,0,0,0,1.6766473791364118,6.936216221158807,-0.362,0.3272956775756211,41.61818853153855,-0.29,701.0166959095202,36731.557070221184,1.0,6286.784088798719,116.46089292171496,2.911950994269473,0
0.840775199181554,0,0,0,0,0.204,0.8189551337801939,0.5134164811600752,0.0990378510629787,93.80230874508766,216.94144316505785,1298.7386818719567,-845.2,2.0,6454.329503992931,282.4994731027695,0.5785429547051919,1
0.8479726409815693,0,0,0,0,2.871902395653171,1.1886592455464893,-0.023,0.1252847573003965,97.2292764900782,-0.19,1599.8939841990004,-2.16,1.0,5602.074947252716,205.64998820453377,2.922550024947008,1
0.1591965755899239,0,0,0,0,0.0012,0.1137,-0.001,2.4,17.5,-0.06,676.0,-10.56,1.0,6116.0,165.0,0.782,1
0.6650524761273614,0,0,0,0,3.1059592891265004,4.739260917857249,-0.635,0.0930441795965475,49.60702258222851,46.98636542659434,1918.3348641207804,-230.94,1.0,5664.164846594556,169.0798957855343,4.682010119510021,1
1.1419491006373188,0,0,0,0,0.334,0.2541118941234639,-0.13,0.0748224768928088,491.1707686053229,-40.6,1391.8226457480096,-15.16,1.0,5838.99894111046,114.62412262320476,2.975136769481233,1
0.3000069461757866,0,0,0,0,1.492484666737523,0.261,-0.07,0.304355612286895,235.0,-0.1,672.6437105062217,-16.65,1.0,6456.645596585448,179.3690742907981,4.291824517481443,1
0.9888836915540818,0,0,0,0,0.8340509095613402,11.2778714120945,0.1803687122677417,0.1910709044736231,174.1127165544338,178.956167302901,694.2511405991776,5187.706718127976,1.0,5911.7017971964215,113.93030393658913,2.8335184900113544,1
0.3991055231823638,0,0,0,0,0.133,0.135,-0.002,0.2171130088422151,2.5,0.0,396.0,11036.952613247824,1.0,5396.809072346707,217.1149828643408,3.928,1
0.974,0,1,0,0,1.219,0.196,-0.081,0.0245,114.0,-2.66,1645.0,-498.3,1.0,5245.0,201.0,0.674,1
0.0,0,1,0,0,1.134,0.306,-0.132,0.0138,171.0,-2.75,238.0,-0.15,1.0,5328.0,106.0,0.857,1
0.995,0,0,0,0,0.695,0.047,-0.375,0.136,43.3,-0.84,284.0,-0.4,1.0,5716.0,103.0,1.155,0
0.0,0,0,1,1,1.201,0.508,-0.175,0.427,5.5,-3.11,1017.0,-90.25,1.0,5772.0,157.0,0.867,1
0.0,0,1,0,0,0.201,0.03,0.0,0.00316,9.3,-2.7,899.0,-35.91,1.0,5623.0,113.0,1.841,1
0.0,0,1,1,0,0.962,0.013,-0.012,0.248,26.3,-9.1,855.0,-117.64,1.0,5432.0,210.0,3.581,1
0.004,0,1,0,0,0.818,6.47,-0.058,0.0349,577.0,-2.84,1142.0,-128.41,1.0,5759.0,172.0,0.892,1
0.994,0,0,0,0,0.38,0.077,-0.38,0.0571,10.7,-0.89,782.0,-48.96,1.0,6127.0,186.0,1.637,0
0.0,1,0,1,1,0.079,0.406,-0.079,0.249,1.5,-0.23,3089.0,-12880.18,1.0,6194.0,167.0,1.718,1
0.0,0,0,1,1,1.171,69.65,-0.172,0.263,46.8,-2.65,754.0,-25.82,1.0,5213.0,155.0,0.917,1
0.0,0,0,1,0,0.432,0.04,-0.432,0.0743,12.1,-0.14,880.0,-38.99,1.0,6075.0,164.0,0.916,1
0.0387187525241526,0,0,0,0,0.5719,0.3388,-0.361,3.5,2.1,-0.45,1739.0,-1443.24,2.0,6701.0,184.0,2.236,1
