,Galaxy,RA,Dec,Type,BT,Ai,v,ɛ,classes,MainClass,SubClass,Class,ClassInt
1139,NGC7144,21 49 30,-48 29.4,E 0,11.79,0.0,2113.0,175.0,E0,E,0,Elliptical,1
1140,NGC7145,21 50 08,-48 07.1,E 0,12.17,0.0,1921.0,57.0,E0,E,0,Elliptical,1
1141,NGC7155,21 52 56,-49 45.8,LB,12.83,0.0,1893.0,110.0,S0,LB,irrelevant,Spiral,0
1142,NGC7162,21 56 33,-43 32.7,S T4 2.0,13.29,0.64,2200.0,50.0,Sx,S,T4,Spiral,0
1143,NGC7166,21 57 27,-43 37.7,L 16,12.71,0.0,2407.0,73.0,S0,L,16,Irregular,2
1144,NGC7168,21 58 53,-51 59.0,F 13 3,12.85,0.0,2842.0,90.0,E,F,13,Irregular,2
1145,NGC7171,21 58 20,-13 30.6,S R3 1.0,13.0,0.7,2632.0,50.0,Sx,S,R3,Spiral,0
1146,NGC7177,21 58 18,17 29.9,S R2 2.2,11.95,0.64,1168.0,8.0,Sx,S,R2,Spiral,0
1147,NGC718,01 50 37,03 57.0,S 1 1.0,12.5,0.0,1802.0,40.0,Sx,S,1,Spiral,0
1148,NGC7184,21 59 54,-21 03.3,S R3 2.0,-11.67,1.1,2617.0,15.0,Sx,S,R3,Spiral,0
1149,NGC7192,22 03 08,-64 33.4,L 30,12.21,0.0,2879.0,43.0,S0,L,30,Irregular,2
1150,NGC7196,22 02 47,-50 22.0,F 53 3,12.46,0.0,2981.0,70.0,E,F,53,Irregular,2
1151,NGC720,01 50 34,-13 59.1,E 5,11.15,0.0,1697.0,22.0,E5,E,5,Elliptical,1
1152,NGC7205,22 05 06,-57 40.,S R3 2.8,-11.57,0.81,1482.0,175.0,Sx,S,R3,Spiral,0
1153,NGC7213,22 06 12,-47 25.0,S T1,11.18,0.46,1770.0,60.0,Sx,S,T1,Spiral,0
1154,NGC7217,22 05 36,31 07.0,S R3 2.5,11.08,0.52,948.0,4.0,Sx,S,R3,Spiral,0
1155,NGC7218,22 07 29,-16 54.6,S S5 2.8,12.55,0.53,1671.0,8.0,Sx,S,S5,Spiral,0
1156,NGC7232,22 12 35,-46 06.0,L 57 R S 3,12.83,0.0,1710.0,62.0,S0,L,57,Irregular,2
1157,NGC7252,22 17 58,-24 55.9,,12.87,0.0,4688.0,15.0,S0,nan,irrelevant,Irregular,2
1158,NGC7300,22 28 21,-14 15.7,S S5 1.5,13.7,0.52,4895.0,90.0,Sx,S,S5,Spiral,0
1159,NGC7302,22 29 44,-14 22.7,L 13,13.21,0.0,2586.0,65.0,S0,L,13,Irregular,2
1160,NGC7307,22 30 59,-41 11.7,SB S5 2.0,-12.84,0.83,1880.0,60.0,SBx,SB,S5,Spiral,0
1161,NGC7309,22 31 42,-10 37.0,S T5 1.5,13.05,0.3,3938.0,66.0,Sx,S,T5,Spiral,0
1162,NGC7314,22 33 00,-26 18.5,S S5 3.0,11.65,0.54,1426.0,47.0,Sx,S,S5,Spiral,0
1163,NGC7329,22 36 56,-66 44.6,SB R4 1.5,12.32,0.43,3189.0,63.0,SBx,SB,R4,Spiral,0
1164,NGC7331,22 34 47,34 09.5,S T3 1.5,10.39,1.01,820.0,4.0,Sx,S,T3,Spiral,0
1165,NGC7332,22 35 01,23 32.3,L 48,11.71,0.0,1211.0,19.0,S0,L,48,Irregular,2
1166,NGC7361,22 39 31,-30 19.2,S 5 2.5:,12.95,0.74,1232.0,28.0,Sx,S,5,Spiral,0
1167,NGC7371,22 43 25,-11 16.0,SB R1 2.0,12.8,0.22,2685.0,15.0,SBx,SB,R1,Spiral,0
1168,NGC7377,22 45 05,-22 34.6,S 4 0 P,12.61,0.0,3416.0,65.0,Sx,S,4,Spiral,0
1169,NGC7392,22 49 07,-20 52.3,S S4 1.5,12.65,0.46,2941.0,40.0,Sx,S,S4,Spiral,0
1170,NGC741,01 53 44,05 23.1,E 0,12.54,0.0,5567.0,32.0,E0,E,0,Elliptical,1
1171,NGC7410,22 52 11,-39 55.7,SB 1,11.3,1.01,1731.0,66.0,SBx,SB,1,Spiral,0
1172,NGC7412,22 52 55,-42 54.6,S T5 1.5,12.05,0.38,1714.0,12.0,Sx,S,T5,Spiral,0
1173,NGC7418,22 53 49,-37 17.6,S T5 1.8,12.0,0.35,1444.0,14.0,Sx,S,T5,Spiral,0
1174,NGC7421,22 54 06,-37 37.0,SB T4 2.5,12.68,0.3,1833.0,56.0,SBx,SB,T4,Spiral,0
1175,NGC7424,22 54 28,-41 20.4,S S5 2.3,10.99,0.32,940.0,14.0,Sx,S,S5,Spiral,0
1176,NGC7448,22 57 35,15 42.8,S R5 2.2,12.15,0.56,2235.0,26.0,Sx,S,R5,Spiral,0
1177,NGC7456,22 59 22,-39 50.3,S S5 2.5,-12.06,0.73,1206.0,15.0,Sx,S,S5,Spiral,0
1178,NGC7457,22 58 37,29 52.7,L 15,11.84,0.0,705.0,200.0,S0,L,15,Irregular,2
1179,NGC7462,22 59 58,-41 06.2,SB S5,-12.79,0.87,1036.0,41.0,SBx,SB,S5,Spiral,0
1180,NGC7469,23 00 44,08 36.3,S 2 P,12.6,0.6,4889.0,12.0,Sx,S,2,Spiral,0
1181,NGC7479,23 02 26,12 03.1,SB S4 1.5,11.7,0.37,2392.0,9.0,SBx,SB,S4,Spiral,0
1182,NGC7496,23 06 59,-43 42.0,SB S5 2.8,11.78,0.37,1472.0,16.0,SBx,SB,S5,Spiral,0
1183,NGC750,01 54 38,32 58.0,E 0,13.32,0.0,5130.0,40.0,E0,E,0,Elliptical,1
1184,NGC7507,23 09 26,-28 48.8,E 0,11.43,0.0,1548.0,12.0,E0,E,0,Elliptical,1
1185,NGC753,01 54 46,35 40.3,S T5 1.0,12.96,0.39,4896.0,14.0,Sx,S,T5,Spiral,0
1186,NGC7531,23 12 03,-43 52.4,S R4 1.5,12.14,0.6,1636.0,95.0,Sx,S,R4,Spiral,0
1187,NGC7541,23 12 11,04 15.6,S S5 2.0,12.45,0.63,2678.0,6.0,Sx,S,S5,Spiral,0
1188,NGC7552,23 13 25,-42 51.5,SB S4 1.5,11.4,0.41,1589.0,14.0,SBx,SB,S4,Spiral,0
1189,NGC7582,23 15 38,-42 38.7,SB T2,11.46,0.86,1498.0,61.0,SBx,SB,T2,Spiral,0
1190,NGC7585,23 15 28,-04 55.3,S 13 0,12.57,0.18,3356.0,49.0,Sx,S,13,Spiral,0
1191,NGC7590,23 16 11,-42 30.7,S S5 2.0,12.2,0.61,1509.0,33.0,Sx,S,S5,Spiral,0
1192,NGC7599,23 16 36,-42 31.8,S S5 2.0,12.04,0.68,1692.0,15.0,Sx,S,S5,Spiral,0
1193,NGC7600,23 16 18,-07 51.2,L 15,12.99,0.0,3391.0,60.0,S0,L,15,Irregular,2
1194,NGC7606,23 16 29,-08 45.6,S R3 1.0,11.55,0.9,2171.0,42.0,Sx,S,R3,Spiral,0
1195,NGC7619,23 17 43,07 56.0,E 3,12.21,0.0,3798.0,34.0,E3,E,3,Elliptical,1
1196,NGC7625,23 18 00,16 57.2,S P,12.8,0.24,1622.0,7.0,Sx,S,P,Spiral,0
1197,NGC7626,23 18 10,07 56.6,E 1,12.21,0.0,3403.0,14.0,E1,E,1,Elliptical,1
1198,NGC7640,23 19 43,40 34.2,SB S5 2.0:,11.44,0.84,368.0,7.0,SBx,SB,S5,Spiral,0
1199,NGC7678,23 25 59,22 08.7,SB S4 1.5,12.8,0.38,3489.0,10.0,SBx,SB,S4,Spiral,0
1200,NGC7679,23 26 14,03 14.2,S S5 R S 1 T?,13.23,0.44,5194.0,13.0,Sx,S,S5,Spiral,0
1201,NGC7689,23 30 34,-54 22.4,S T5 2.0,12.18,0.41,1766.0,125.0,Sx,S,T5,Spiral,0
1202,NGC7690,23 30 20,-51 58.6,S S2,12.69,0.87,1364.0,66.0,Sx,S,S2,Spiral,0
1203,NGC7702,23 32 46,-56 17.4,S R1,13.02,0.75,3152.0,85.0,Sx,S,R1,Spiral,0
1204,NGC7713,23 33 35,-38 13.0,S S5 2.5,-11.65,0.57,685.0,15.0,Sx,S,S5,Spiral,0
1205,NGC7716,23 33 58,00 01.3,S R2 1.0,12.95,0.52,2546.0,150.0,Sx,S,R2,Spiral,0
1206,NGC772,01 56 35,18 46.0,S T3 1.0,11.1,0.7,2443.0,10.0,Sx,S,T3,Spiral,0
1207,NGC7721,23 36 14,-06 47.7,S S4 2.2,12.3,0.58,2039.0,54.0,Sx,S,S4,Spiral,0
1208,NGC7723,23 36 22,-13 14.2,SB T3 1.5,11.85,0.62,1848.0,32.0,SBx,SB,T3,Spiral,0
1209,NGC7727,23 37 19,-12 34.2,S 1 P,11.55,0.55,1842.0,29.0,Sx,S,1,Spiral,0
1210,NGC7741,23 41 23,25 47.9,SB S5 2.2,11.88,0.41,756.0,8.0,SBx,SB,S5,Spiral,0
1211,NGC7742,23 41 43,10 29.3,S R1,12.25,0.22,1673.0,17.0,Sx,S,R1,Spiral,0
1212,NGC7743,23 41 49,09 39.3,SB 1,12.08,0.0,1802.0,65.0,SBx,SB,1,Spiral,0
1213,NGC7744,23 42 26,-43 11.4,LB13,12.35,0.0,2990.0,128.0,S0,LB13,irrelevant,Spiral,0
1214,NGC7755,23 45 15,-30 47.9,SX R4 1.5,12.1,0.37,2932.0,54.0,Sx,SX,R4,Spiral,0
1215,NGC7764,23 48 17,-41 00.5,SB 9 3.0,12.7,0.22,1692.0,17.0,SBx,SB,9,Spiral,0
1216,NGC7769,23 48 31,19 52.3,S S4 T?2.0,12.8,0.29,4349.0,187.0,Sx,S,S4,Spiral,0
1217,NGC777,01 57 21,31 11.2,E 1,-12.37,0.0,5010.0,54.0,E1,E,1,Elliptical,1
1218,NGC7782,23 51 21,07 41.5,S S3 1.5,13.1,0.74,5368.0,50.0,Sx,S,S3,Spiral,0
1219,NGC7785,23 52 46,05 38.3,E 5,12.67,0.0,3830.0,40.0,E5,E,5,Elliptical,1
1220,NGC779,01 57 12,-06 12.3,S T3 1.5,11.86,1.06,1387.0,9.0,Sx,S,T3,Spiral,0
1221,NGC7793,23 55 15,-32 52.1,S S7 4.0,9.65,0.4,217.0,8.0,Sx,S,S7,Spiral,0
1222,NGC7796,23 56 27,-55 44.4,E 1,12.32,0.0,3358.0,82.0,E1,E,1,Elliptical,1
1223,NGC7814,00 00 41,15 52.0,S 2U,11.35,0.94,1047.0,50.0,Sx,S,2U,Spiral,0
1224,NGC782,01 55 59,-58 02.0,SB R3 1.5,12.83,0.47,6014.0,43.0,SBx,SB,R3,Spiral,0
1225,NGC788,01 58 37,-07 03.3,S 1,13.0,0.0,4137.0,65.0,Sx,S,1,Spiral,0
1226,NGC821,02 05 41,10 45.5,E 6,11.94,0.0,1727.0,32.0,E7,E,6,Elliptical,1
1227,NGC864,02 12 50,05 46.2,S R4 2.5,11.55,0.38,1561.0,9.0,Sx,S,R4,Spiral,0
1228,NGC877,02 15 16,14 18.9,S S5 1.5,12.5,0.38,3911.0,9.0,Sx,S,S5,Spiral,0
1229,NGC890,02 19 02,33 02.3,L 15,12.43,0.0,4043.0,65.0,S0,L,15,Irregular,2
1230,NGC891,02 19 25,42 07.2,S 3 O,10.95,1.33,530.0,4.0,Sx,S,3,Spiral,0
1231,NGC895,02 19 06,-05 45.0,S R5 1.0,12.3,0.38,2290.0,6.0,Sx,S,R5,Spiral,0
1232,NGC908,02 20 47,-21 27.7,S S5 1.5,10.87,0.54,1542.0,100.0,Sx,S,S5,Spiral,0
1233,NGC922,02 22 49,-25 01.1,S S5 P 2.2,12.55,0.31,3058.0,33.0,Sx,S,S5,Spiral,0
1234,NGC925,02 24 18,33 21.1,SB S5 2.5,10.59,0.46,564.0,5.0,SBx,SB,S5,Spiral,0
1235,NGC936,02 25 05,-01 22.7,SB4 0,11.19,0.0,1404.0,35.0,SBx,SB4,0,Spiral,0
1236,NGC941,02 25 55,-01 22.5,S 6 3.0,12.94,0.38,1609.0,15.0,Sx,S,6,Spiral,0
1237,NGC949,02 27 39,36 54.7,S S5 3.0,12.55,0.45,620.0,19.0,Sx,S,S5,Spiral,0
1238,NGC95,00 19 39,10 12.9,S S5 1.8,13.25,0.37,4886.0,96.0,Sx,S,S5,Spiral,0
1239,NGC955,02 28 00,-01 19.8,S 3,12.95,1.11,1534.0,43.0,Sx,S,3,Spiral,0
1240,NGC958,02 28 11,-03 09.8,S S4 2.0,12.95,0.64,5738.0,14.0,Sx,S,S4,Spiral,0
1241,NGC972,02 31 17,29 05.5,S 3 P,12.1,0.78,1548.0,8.0,Sx,S,3,Spiral,0
1242,NGC976,02 31 11,20 45.4,S R4 1.5,13.21,0.33,4362.0,58.0,Sx,S,R4,Spiral,0
1243,NGC986,02 31 34,-39 15.9,SB T3 1.5,11.8,0.59,2073.0,200.0,SBx,SB,T3,Spiral,0
1244,NGC991,02 33 03,-07 22.0,S T5 2.0,-12.42,0.3,1530.0,15.0,Sx,S,T5,Spiral,0
1245,NGC4517A,12 29 55,00 39.9,S 7 4.0,12.65,0.4,1521.0,28.0,Sx,S,7,Spiral,0
1246,SMC,00 51 00,-73 06.,I 9 4.5,2.79,0.25,163.0,5.0,I,I,9,Irregular,2
1247,,-1950.0,-1950.0,,,,,,,nan,irrelevant,Irregular,2
